class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,merge_cnnz,merge2_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,merge_time,merge2_time,man_write,phases
Mildly sparse,bcspwr04,274,1612,2.1471575470190207,4982,4982,4982,4982,0.0,,0.06499999999999773,0.1430000000000291,0.05299999999999727,0.8070000000000164,0.2610000000000241,1.226,,,,,1.231,1.196,1.168,,"{('cu', 'start'): 483.877, ('cu', 'h2dmalloc'): 483.939, ('cu', 'h2d'): 483.95, ('cu', 'workest'): 484.015, ('cu', 'compute'): 484.158, ('cu', 'copy'): 484.211, ('cu', 'pack'): 484.231, ('cu', 'd2h'): 485.038, ('gust', 'start'): 485.358, ('gust', 'h2d'): 485.427, ('gust', 'count'): 485.448, ('gust', 'scan'): 485.485, ('gust', 'expand'): 485.508, ('gust', 'sort'): 485.614, ('gust', 'reduce'): 485.652, ('gust', 'final'): 485.7, ('gust', 'pack'): 485.714, ('gust', 'd2h'): 486.509, ('merge', 'start'): 486.867, ('merge', 'h2d'): 486.939, ('merge', 'count'): 486.96, ('merge', 'scan'): 486.998, ('merge', 'expand'): 487.035, ('merge', 'merge'): 487.133, ('merge', 'final'): 487.166, ('merge', 'compact'): 487.189, ('merge', 'pack'): 487.204, ('merge', 'd2h'): 487.98, ('mrg2', 'start'): 488.319, ('mrg2', 'h2d'): 488.387, ('mrg2', 'count'): 488.407, ('mrg2', 'scan'): 488.444, ('mrg2', 'merge'): 488.494, ('mrg2', 'final'): 488.522, ('mrg2', 'compact'): 488.544, ('mrg2', 'pack'): 488.558, ('mrg2', 'd2h'): 489.404}"
Mildly sparse,bcsstk13,2003,83883,2.0907979019987244,396773,396773,396773,396773,0.0,,0.09000000000003183,0.5879999999999654,0.17700000000002092,1.73599999999999,0.8550000000000182,3.027,,,,,3.829,7.919,3.134,,"{('cu', 'start'): 535.454, ('cu', 'h2dmalloc'): 535.538, ('cu', 'h2d'): 535.655, ('cu', 'workest'): 535.745, ('cu', 'compute'): 536.333, ('cu', 'copy'): 536.51, ('cu', 'pack'): 536.589, ('cu', 'd2h'): 538.325, ('gust', 'start'): 538.875, ('gust', 'h2d'): 539.06, ('gust', 'count'): 539.101, ('gust', 'scan'): 539.149, ('gust', 'expand'): 539.38, ('gust', 'sort'): 540.149, ('gust', 'reduce'): 540.345, ('gust', 'final'): 540.778, ('gust', 'pack'): 540.849, ('gust', 'd2h'): 542.445, ('merge', 'start'): 543.096, ('merge', 'h2d'): 543.288, ('merge', 'count'): 543.329, ('merge', 'scan'): 543.375, ('merge', 'expand'): 544.195, ('merge', 'merge'): 548.661, ('merge', 'final'): 548.851, ('merge', 'compact'): 549.088, ('merge', 'pack'): 549.162, ('merge', 'd2h'): 550.752, ('mrg2', 'start'): 551.42, ('mrg2', 'h2d'): 551.61, ('mrg2', 'count'): 551.651, ('mrg2', 'scan'): 551.699, ('mrg2', 'merge'): 552.394, ('mrg2', 'final'): 552.431, ('mrg2', 'compact'): 552.68, ('mrg2', 'pack'): 552.754, ('mrg2', 'd2h'): 554.298}"
Mildly sparse,bcsstm01,48,48,2.083333333333333,48,48,48,48,0.0,,0.06800000000004047,0.14599999999995816,0.043000000000006366,0.6850000000000023,0.257000000000005,1.085,,,,,1.043,0.956,0.977,,"{('cu', 'start'): 476.971, ('cu', 'h2dmalloc'): 477.029, ('cu', 'h2d'): 477.037, ('cu', 'workest'): 477.105, ('cu', 'compute'): 477.251, ('cu', 'copy'): 477.294, ('cu', 'pack'): 477.308, ('cu', 'd2h'): 477.993, ('gust', 'start'): 478.322, ('gust', 'h2d'): 478.386, ('gust', 'count'): 478.405, ('gust', 'scan'): 478.441, ('gust', 'expand'): 478.458, ('gust', 'sort'): 478.501, ('gust', 'reduce'): 478.536, ('gust', 'final'): 478.584, ('gust', 'pack'): 478.597, ('gust', 'd2h'): 479.285, ('merge', 'start'): 479.609, ('merge', 'h2d'): 479.672, ('merge', 'count'): 479.69, ('merge', 'scan'): 479.726, ('merge', 'expand'): 479.743, ('merge', 'merge'): 479.76, ('merge', 'final'): 479.793, ('merge', 'compact'): 479.813, ('merge', 'pack'): 479.827, ('merge', 'd2h'): 480.488, ('mrg2', 'start'): 480.808, ('mrg2', 'h2d'): 480.872, ('mrg2', 'count'): 480.89, ('mrg2', 'scan'): 480.924, ('mrg2', 'merge'): 480.943, ('mrg2', 'final'): 480.97, ('mrg2', 'compact'): 480.991, ('mrg2', 'pack'): 481.005, ('mrg2', 'd2h'): 481.706}"
Mildly sparse,bcsstk14,1806,63454,1.945465404477998,195654,195654,195654,195654,0.0,,0.060000000000002274,0.507000000000005,0.103999999999985,1.0509999999999877,0.6709999999999923,2.025,,,,,2.414,2.977,1.79,,"{('cu', 'start'): 492.391, ('cu', 'h2dmalloc'): 492.449, ('cu', 'h2d'): 492.508, ('cu', 'workest'): 492.568, ('cu', 'compute'): 493.075, ('cu', 'copy'): 493.179, ('cu', 'pack'): 493.24, ('cu', 'd2h'): 494.291, ('gust', 'start'): 494.68, ('gust', 'h2d'): 494.786, ('gust', 'count'): 494.826, ('gust', 'scan'): 494.865, ('gust', 'expand'): 495.046, ('gust', 'sort'): 495.591, ('gust', 'reduce'): 495.744, ('gust', 'final'): 496.078, ('gust', 'pack'): 496.096, ('gust', 'd2h'): 496.954, ('merge', 'start'): 497.346, ('merge', 'h2d'): 497.453, ('merge', 'count'): 497.501, ('merge', 'scan'): 497.539, ('merge', 'expand'): 497.888, ('merge', 'merge'): 498.875, ('merge', 'final'): 499.026, ('merge', 'compact'): 499.205, ('merge', 'pack'): 499.266, ('merge', 'd2h'): 500.141, ('mrg2', 'start'): 500.592, ('mrg2', 'h2d'): 500.7, ('mrg2', 'count'): 500.74, ('mrg2', 'scan'): 500.776, ('mrg2', 'merge'): 501.075, ('mrg2', 'final'): 501.108, ('mrg2', 'compact'): 501.283, ('mrg2', 'pack'): 501.344, ('mrg2', 'd2h'): 502.202}"
Mildly sparse,can_445,445,3809,1.923494508269158,11193,11193,11193,11193,0.0,,0.07100000000002638,0.15999999999996817,0.05500000000000682,0.632000000000005,0.28600000000000136,1.106,,,,,1.159,1.058,1.047,,"{('cu', 'start'): 479.837, ('cu', 'h2dmalloc'): 479.903, ('cu', 'h2d'): 479.921, ('cu', 'workest'): 479.992, ('cu', 'compute'): 480.152, ('cu', 'copy'): 480.207, ('cu', 'pack'): 480.226, ('cu', 'd2h'): 480.858, ('gust', 'start'): 481.197, ('gust', 'h2d'): 481.277, ('gust', 'count'): 481.302, ('gust', 'scan'): 481.345, ('gust', 'expand'): 481.371, ('gust', 'sort'): 481.499, ('gust', 'reduce'): 481.542, ('gust', 'final'): 481.597, ('gust', 'pack'): 481.615, ('gust', 'd2h'): 482.259, ('merge', 'start'): 482.603, ('merge', 'h2d'): 482.679, ('merge', 'count'): 482.702, ('merge', 'scan'): 482.741, ('merge', 'expand'): 482.776, ('merge', 'merge'): 482.875, ('merge', 'final'): 482.913, ('merge', 'compact'): 482.946, ('merge', 'pack'): 482.964, ('merge', 'd2h'): 483.569, ('mrg2', 'start'): 483.914, ('mrg2', 'h2d'): 484.036, ('mrg2', 'count'): 484.059, ('mrg2', 'scan'): 484.099, ('mrg2', 'merge'): 484.162, ('mrg2', 'final'): 484.196, ('mrg2', 'compact'): 484.222, ('mrg2', 'pack'): 484.239, ('mrg2', 'd2h'): 484.86}"
Mildly sparse,bcsstm10,1086,22092,1.8731621948861958,54504,54504,54504,54504,0.0,,0.07800000000003138,0.2839999999999918,0.10300000000000864,1.0109999999999673,0.46500000000003183,1.679,,,,,2.107,2.219,1.621,,"{('cu', 'start'): 498.771, ('cu', 'h2dmalloc'): 498.838, ('cu', 'h2d'): 498.878, ('cu', 'workest'): 498.956, ('cu', 'compute'): 499.24, ('cu', 'copy'): 499.343, ('cu', 'pack'): 499.365, ('cu', 'd2h'): 500.376, ('gust', 'start'): 500.714, ('gust', 'h2d'): 500.815, ('gust', 'count'): 500.842, ('gust', 'scan'): 500.887, ('gust', 'expand'): 501.058, ('gust', 'sort'): 501.321, ('gust', 'reduce'): 501.475, ('gust', 'final'): 501.673, ('gust', 'pack'): 501.696, ('gust', 'd2h'): 502.681, ('merge', 'start'): 503.091, ('merge', 'h2d'): 503.196, ('merge', 'count'): 503.228, ('merge', 'scan'): 503.281, ('merge', 'expand'): 503.522, ('merge', 'merge'): 503.896, ('merge', 'final'): 503.996, ('merge', 'compact'): 504.125, ('merge', 'pack'): 504.148, ('merge', 'd2h'): 505.15, ('mrg2', 'start'): 505.586, ('mrg2', 'h2d'): 505.691, ('mrg2', 'count'): 505.718, ('mrg2', 'scan'): 505.759, ('mrg2', 'merge'): 505.983, ('mrg2', 'final'): 506.021, ('mrg2', 'compact'): 506.099, ('mrg2', 'pack'): 506.122, ('mrg2', 'd2h'): 507.077}"
Mildly sparse,bcsstk10,1086,22070,1.8712968332943305,54504,54504,54504,54504,0.0,,0.07100000000002638,0.2759999999999536,0.05299999999999727,0.9869999999999663,0.39999999999997726,1.594,,,,,1.975,1.99,1.507,,"{('cu', 'start'): 495.754, ('cu', 'h2dmalloc'): 495.832, ('cu', 'h2d'): 495.868, ('cu', 'workest'): 495.939, ('cu', 'compute'): 496.215, ('cu', 'copy'): 496.268, ('cu', 'pack'): 496.285, ('cu', 'd2h'): 497.272, ('gust', 'start'): 497.631, ('gust', 'h2d'): 497.735, ('gust', 'count'): 497.762, ('gust', 'scan'): 497.802, ('gust', 'expand'): 497.959, ('gust', 'sort'): 498.221, ('gust', 'reduce'): 498.358, ('gust', 'final'): 498.564, ('gust', 'pack'): 498.582, ('gust', 'd2h'): 499.461, ('merge', 'start'): 499.884, ('merge', 'h2d'): 499.992, ('merge', 'count'): 500.019, ('merge', 'scan'): 500.059, ('merge', 'expand'): 500.271, ('merge', 'merge'): 500.636, ('merge', 'final'): 500.73, ('merge', 'compact'): 500.85, ('merge', 'pack'): 500.868, ('merge', 'd2h'): 501.731, ('mrg2', 'start'): 502.153, ('mrg2', 'h2d'): 502.255, ('mrg2', 'count'): 502.28, ('mrg2', 'scan'): 502.32, ('mrg2', 'merge'): 502.525, ('mrg2', 'final'): 502.559, ('mrg2', 'compact'): 502.638, ('mrg2', 'pack'): 502.655, ('mrg2', 'd2h'): 503.522}"
Mildly sparse,can_634,634,7228,1.7982067689000787,25446,25446,25446,25446,0.0,,0.06100000000003547,0.23399999999998045,0.04899999999997817,0.7860000000000014,0.3439999999999941,1.287,,,,,1.529,1.363,1.045,,"{('cu', 'start'): 487.471, ('cu', 'h2dmalloc'): 487.529, ('cu', 'h2d'): 487.546, ('cu', 'workest'): 487.607, ('cu', 'compute'): 487.841, ('cu', 'copy'): 487.89, ('cu', 'pack'): 487.905, ('cu', 'd2h'): 488.691, ('gust', 'start'): 489.032, ('gust', 'h2d'): 489.117, ('gust', 'count'): 489.139, ('gust', 'scan'): 489.179, ('gust', 'expand'): 489.205, ('gust', 'sort'): 489.465, ('gust', 'reduce'): 489.576, ('gust', 'final'): 489.691, ('gust', 'pack'): 489.714, ('gust', 'd2h'): 490.461, ('merge', 'start'): 490.819, ('merge', 'h2d'): 490.9, ('merge', 'count'): 490.927, ('merge', 'scan'): 490.975, ('merge', 'expand'): 491.037, ('merge', 'merge'): 491.29, ('merge', 'final'): 491.33, ('merge', 'compact'): 491.356, ('merge', 'pack'): 491.375, ('merge', 'd2h'): 492.085, ('mrg2', 'start'): 492.432, ('mrg2', 'h2d'): 492.512, ('mrg2', 'count'): 492.538, ('mrg2', 'scan'): 492.578, ('mrg2', 'merge'): 492.659, ('mrg2', 'final'): 492.694, ('mrg2', 'compact'): 492.719, ('mrg2', 'pack'): 492.737, ('mrg2', 'd2h'): 493.38}"
Mildly sparse,bcsstk11,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.05900000000002592,0.29199999999997317,0.051000000000044565,0.7680000000000291,0.40200000000004366,1.452,,,,,1.874,1.802,1.277,,"{('cu', 'start'): 482.686, ('cu', 'h2dmalloc'): 482.744, ('cu', 'h2d'): 482.77, ('cu', 'workest'): 482.829, ('cu', 'compute'): 483.121, ('cu', 'copy'): 483.172, ('cu', 'pack'): 483.243, ('cu', 'd2h'): 484.011, ('gust', 'start'): 484.388, ('gust', 'h2d'): 484.47, ('gust', 'count'): 484.494, ('gust', 'scan'): 484.532, ('gust', 'expand'): 484.68, ('gust', 'sort'): 485.011, ('gust', 'reduce'): 485.182, ('gust', 'final'): 485.453, ('gust', 'pack'): 485.47, ('gust', 'd2h'): 486.175, ('merge', 'start'): 486.512, ('merge', 'h2d'): 486.592, ('merge', 'count'): 486.616, ('merge', 'scan'): 486.651, ('merge', 'expand'): 486.857, ('merge', 'merge'): 487.26, ('merge', 'final'): 487.403, ('merge', 'compact'): 487.522, ('merge', 'pack'): 487.539, ('merge', 'd2h'): 488.228, ('mrg2', 'start'): 488.56, ('mrg2', 'h2d'): 488.641, ('mrg2', 'count'): 488.664, ('mrg2', 'scan'): 488.699, ('mrg2', 'merge'): 488.896, ('mrg2', 'final'): 488.929, ('mrg2', 'compact'): 489.052, ('mrg2', 'pack'): 489.069, ('mrg2', 'd2h'): 489.752}"
Mildly sparse,bcsstk12,1473,34241,1.578123350888521,94187,94187,94187,94187,0.0,,0.05700000000001637,0.2969999999999686,0.05099999999998772,0.7590000000000146,0.4049999999999727,1.436,,,,,1.811,1.822,1.346,,"{('cu', 'start'): 498.712, ('cu', 'h2dmalloc'): 498.769, ('cu', 'h2d'): 498.8, ('cu', 'workest'): 498.857, ('cu', 'compute'): 499.154, ('cu', 'copy'): 499.205, ('cu', 'pack'): 499.272, ('cu', 'd2h'): 500.031, ('gust', 'start'): 500.402, ('gust', 'h2d'): 500.484, ('gust', 'count'): 500.509, ('gust', 'scan'): 500.55, ('gust', 'expand'): 500.698, ('gust', 'sort'): 501.001, ('gust', 'reduce'): 501.144, ('gust', 'final'): 501.406, ('gust', 'pack'): 501.424, ('gust', 'd2h'): 502.125, ('merge', 'start'): 502.467, ('merge', 'h2d'): 502.55, ('merge', 'count'): 502.574, ('merge', 'scan'): 502.611, ('merge', 'expand'): 502.817, ('merge', 'merge'): 503.223, ('merge', 'final'): 503.365, ('merge', 'compact'): 503.484, ('merge', 'pack'): 503.502, ('merge', 'd2h'): 504.203, ('mrg2', 'start'): 504.538, ('mrg2', 'h2d'): 504.618, ('mrg2', 'count'): 504.641, ('mrg2', 'scan'): 504.678, ('mrg2', 'merge'): 504.94, ('mrg2', 'final'): 504.974, ('mrg2', 'compact'): 505.097, ('mrg2', 'pack'): 505.114, ('mrg2', 'd2h'): 505.799}"
Mildly sparse,bcsstk09,1083,18437,1.5719305066378828,71289,71289,71289,71289,0.0,,0.07299999999997908,0.285000000000025,0.060000000000002274,0.9819999999999709,0.41800000000000637,1.583,,,,,1.98,1.949,1.511,,"{('cu', 'start'): 493.468, ('cu', 'h2dmalloc'): 493.532, ('cu', 'h2d'): 493.557, ('cu', 'workest'): 493.63, ('cu', 'compute'): 493.915, ('cu', 'copy'): 493.975, ('cu', 'pack'): 493.995, ('cu', 'd2h'): 494.977, ('gust', 'start'): 495.314, ('gust', 'h2d'): 495.398, ('gust', 'count'): 495.424, ('gust', 'scan'): 495.467, ('gust', 'expand'): 495.604, ('gust', 'sort'): 495.857, ('gust', 'reduce'): 496.01, ('gust', 'final'): 496.167, ('gust', 'pack'): 496.189, ('gust', 'd2h'): 497.155, ('merge', 'start'): 497.557, ('merge', 'h2d'): 497.645, ('merge', 'count'): 497.671, ('merge', 'scan'): 497.713, ('merge', 'expand'): 497.917, ('merge', 'merge'): 498.25, ('merge', 'final'): 498.346, ('merge', 'compact'): 498.461, ('merge', 'pack'): 498.482, ('merge', 'd2h'): 499.413, ('mrg2', 'start'): 499.767, ('mrg2', 'h2d'): 499.858, ('mrg2', 'count'): 499.885, ('mrg2', 'scan'): 499.925, ('mrg2', 'merge'): 500.107, ('mrg2', 'final'): 500.146, ('mrg2', 'compact'): 500.225, ('mrg2', 'pack'): 500.246, ('mrg2', 'd2h'): 501.187}"
Mildly sparse,bcsstm02,66,66,1.5151515151515151,66,66,66,66,0.0,,0.06700000000000728,0.1449999999999818,0.043000000000006366,0.7120000000000459,0.25499999999999545,1.115,,,,,1.057,0.964,0.941,,"{('cu', 'start'): 476.858, ('cu', 'h2dmalloc'): 476.919, ('cu', 'h2d'): 476.928, ('cu', 'workest'): 476.995, ('cu', 'compute'): 477.14, ('cu', 'copy'): 477.183, ('cu', 'pack'): 477.198, ('cu', 'd2h'): 477.91, ('gust', 'start'): 478.222, ('gust', 'h2d'): 478.285, ('gust', 'count'): 478.304, ('gust', 'scan'): 478.341, ('gust', 'expand'): 478.358, ('gust', 'sort'): 478.4, ('gust', 'reduce'): 478.435, ('gust', 'final'): 478.482, ('gust', 'pack'): 478.501, ('gust', 'd2h'): 479.197, ('merge', 'start'): 479.53, ('merge', 'h2d'): 479.596, ('merge', 'count'): 479.614, ('merge', 'scan'): 479.649, ('merge', 'expand'): 479.665, ('merge', 'merge'): 479.685, ('merge', 'final'): 479.718, ('merge', 'compact'): 479.739, ('merge', 'pack'): 479.753, ('merge', 'd2h'): 480.416, ('mrg2', 'start'): 480.747, ('mrg2', 'h2d'): 480.812, ('mrg2', 'count'): 480.83, ('mrg2', 'scan'): 480.864, ('mrg2', 'merge'): 480.883, ('mrg2', 'final'): 480.91, ('mrg2', 'compact'): 480.93, ('mrg2', 'pack'): 480.944, ('mrg2', 'd2h'): 481.612}"
Mildly sparse,can_838,838,10010,1.4254304771560882,51156,51156,51156,51156,0.0,,0.07200000000000273,0.26799999999997226,0.057999999999992724,0.9519999999999982,0.3979999999999677,1.55,,,,,1.631,1.886,1.248,,"{('cu', 'start'): 500.395, ('cu', 'h2dmalloc'): 500.475, ('cu', 'h2d'): 500.497, ('cu', 'workest'): 500.569, ('cu', 'compute'): 500.837, ('cu', 'copy'): 500.895, ('cu', 'pack'): 500.912, ('cu', 'd2h'): 501.864, ('gust', 'start'): 502.228, ('gust', 'h2d'): 502.32, ('gust', 'count'): 502.348, ('gust', 'scan'): 502.39, ('gust', 'expand'): 502.418, ('gust', 'sort'): 502.694, ('gust', 'reduce'): 502.787, ('gust', 'final'): 502.847, ('gust', 'pack'): 502.863, ('gust', 'd2h'): 503.716, ('merge', 'start'): 504.137, ('merge', 'h2d'): 504.227, ('merge', 'count'): 504.253, ('merge', 'scan'): 504.291, ('merge', 'expand'): 504.364, ('merge', 'merge'): 504.935, ('merge', 'final'): 504.975, ('merge', 'compact'): 504.999, ('merge', 'pack'): 505.014, ('merge', 'd2h'): 505.878, ('mrg2', 'start'): 506.297, ('mrg2', 'h2d'): 506.387, ('mrg2', 'count'): 506.412, ('mrg2', 'scan'): 506.45, ('mrg2', 'merge'): 506.563, ('mrg2', 'final'): 506.592, ('mrg2', 'compact'): 506.615, ('mrg2', 'pack'): 506.63, ('mrg2', 'd2h'): 507.453}"
Mildly sparse,bcsstk20,485,3135,1.3327665001594218,5545,5545,5545,5545,0.0,,0.06400000000002137,0.1439999999999486,0.049000000000035016,0.8039999999999736,0.257000000000005,1.213,,,,,1.23,1.158,1.132,,"{('cu', 'start'): 483.411, ('cu', 'h2dmalloc'): 483.47, ('cu', 'h2d'): 483.483, ('cu', 'workest'): 483.547, ('cu', 'compute'): 483.691, ('cu', 'copy'): 483.74, ('cu', 'pack'): 483.754, ('cu', 'd2h'): 484.558, ('gust', 'start'): 484.881, ('gust', 'h2d'): 484.95, ('gust', 'count'): 484.97, ('gust', 'scan'): 485.007, ('gust', 'expand'): 485.027, ('gust', 'sort'): 485.14, ('gust', 'reduce'): 485.178, ('gust', 'final'): 485.227, ('gust', 'pack'): 485.241, ('gust', 'd2h'): 486.023, ('merge', 'start'): 486.367, ('merge', 'h2d'): 486.437, ('merge', 'count'): 486.457, ('merge', 'scan'): 486.494, ('merge', 'expand'): 486.521, ('merge', 'merge'): 486.571, ('merge', 'final'): 486.604, ('merge', 'compact'): 486.627, ('merge', 'pack'): 486.641, ('merge', 'd2h'): 487.446, ('mrg2', 'start'): 487.778, ('mrg2', 'h2d'): 487.847, ('mrg2', 'count'): 487.865, ('mrg2', 'scan'): 487.901, ('mrg2', 'merge'): 487.934, ('mrg2', 'final'): 487.962, ('mrg2', 'compact'): 487.984, ('mrg2', 'pack'): 487.998, ('mrg2', 'd2h'): 488.83}"
Mildly sparse,can_715,715,6665,1.3037312338011637,39785,39785,39785,39785,0.0,,0.05700000000001637,0.3380000000000223,0.051999999999964075,0.75,0.44700000000000273,1.362,,,,,1.729,2.572,1.207,,"{('cu', 'start'): 473.941, ('cu', 'h2dmalloc'): 474.001, ('cu', 'h2d'): 474.018, ('cu', 'workest'): 474.075, ('cu', 'compute'): 474.413, ('cu', 'copy'): 474.465, ('cu', 'pack'): 474.481, ('cu', 'd2h'): 475.231, ('gust', 'start'): 475.597, ('gust', 'h2d'): 475.678, ('gust', 'count'): 475.704, ('gust', 'scan'): 475.743, ('gust', 'expand'): 475.776, ('gust', 'sort'): 476.145, ('gust', 'reduce'): 476.433, ('gust', 'final'): 476.55, ('gust', 'pack'): 476.567, ('gust', 'd2h'): 477.236, ('merge', 'start'): 477.577, ('merge', 'h2d'): 477.649, ('merge', 'count'): 477.674, ('merge', 'scan'): 477.711, ('merge', 'expand'): 477.833, ('merge', 'merge'): 479.316, ('merge', 'final'): 479.353, ('merge', 'compact'): 479.375, ('merge', 'pack'): 479.391, ('merge', 'd2h'): 480.06, ('mrg2', 'start'): 480.402, ('mrg2', 'h2d'): 480.477, ('mrg2', 'count'): 480.501, ('mrg2', 'scan'): 480.537, ('mrg2', 'merge'): 480.811, ('mrg2', 'final'): 480.841, ('mrg2', 'compact'): 480.863, ('mrg2', 'pack'): 480.879, ('mrg2', 'd2h'): 481.521}"
Mildly sparse,bcsstk24,3562,159910,1.2603402122535554,446474,446474,446474,446474,0.0,,0.1710000000000491,0.8079999999999927,0.19399999999995998,1.8069999999999027,1.1730000000000018,3.369,,,,,4.255,5.142,2.808,,"{('cu', 'start'): 533.55, ('cu', 'h2dmalloc'): 533.617, ('cu', 'h2d'): 533.707, ('cu', 'workest'): 533.878, ('cu', 'compute'): 534.686, ('cu', 'copy'): 534.88, ('cu', 'pack'): 534.955, ('cu', 'd2h'): 536.762, ('gust', 'start'): 537.313, ('gust', 'h2d'): 537.46, ('gust', 'count'): 537.511, ('gust', 'scan'): 537.556, ('gust', 'expand'): 537.811, ('gust', 'sort'): 538.979, ('gust', 'reduce'): 539.225, ('gust', 'final'): 539.686, ('gust', 'pack'): 539.764, ('gust', 'd2h'): 541.318, ('merge', 'start'): 541.972, ('merge', 'h2d'): 542.125, ('merge', 'count'): 542.18, ('merge', 'scan'): 542.228, ('merge', 'expand'): 542.795, ('merge', 'merge'): 544.781, ('merge', 'final'): 544.987, ('merge', 'compact'): 545.243, ('merge', 'pack'): 545.318, ('merge', 'd2h'): 546.864, ('mrg2', 'start'): 547.511, ('mrg2', 'h2d'): 547.663, ('mrg2', 'count'): 547.716, ('mrg2', 'scan'): 547.763, ('mrg2', 'merge'): 548.18, ('mrg2', 'final'): 548.22, ('mrg2', 'compact'): 548.47, ('mrg2', 'pack'): 548.543, ('mrg2', 'd2h'): 550.069}"
Mildly sparse,bcsstk16,4884,290378,1.2173414200441228,1038782,1038782,1038782,1038782,0.0,,0.40300000000002,1.2439999999999145,0.1610000000000582,4.157000000000039,1.8079999999999927,6.694,,,,,8.911,13.533,6.22,,"{('cu', 'start'): 622.163, ('cu', 'h2dmalloc'): 622.239, ('cu', 'h2d'): 622.615, ('cu', 'workest'): 623.018, ('cu', 'compute'): 624.262, ('cu', 'copy'): 624.423, ('cu', 'pack'): 624.495, ('cu', 'd2h'): 628.652, ('gust', 'start'): 629.715, ('gust', 'h2d'): 630.166, ('gust', 'count'): 630.398, ('gust', 'scan'): 630.449, ('gust', 'expand'): 630.848, ('gust', 'sort'): 633.417, ('gust', 'reduce'): 633.783, ('gust', 'final'): 634.365, ('gust', 'pack'): 634.448, ('gust', 'd2h'): 638.262, ('merge', 'start'): 639.477, ('merge', 'h2d'): 639.947, ('merge', 'count'): 640.19, ('merge', 'scan'): 640.242, ('merge', 'expand'): 641.498, ('merge', 'merge'): 648.121, ('merge', 'final'): 648.388, ('merge', 'compact'): 648.681, ('merge', 'pack'): 648.793, ('merge', 'd2h'): 652.671, ('mrg2', 'start'): 653.852, ('mrg2', 'h2d'): 654.305, ('mrg2', 'count'): 654.543, ('mrg2', 'scan'): 654.592, ('mrg2', 'merge'): 655.635, ('mrg2', 'final'): 655.677, ('mrg2', 'compact'): 655.955, ('mrg2', 'pack'): 656.04, ('mrg2', 'd2h'): 659.751}"
Mildly sparse,bcsstk28,4410,219024,1.1261974177426073,596072,596072,596072,596072,0.0,,0.3550000000000182,1.0259999999999536,0.22199999999998,3.645999999999958,1.6029999999999518,6.122,,,,,7.638,12.469,9.175,,"{('cu', 'start'): 580.683, ('cu', 'h2dmalloc'): 580.792, ('cu', 'h2d'): 581.187, ('cu', 'workest'): 581.542, ('cu', 'compute'): 582.568, ('cu', 'copy'): 582.79, ('cu', 'pack'): 582.89, ('cu', 'd2h'): 586.536, ('gust', 'start'): 587.721, ('gust', 'h2d'): 588.22, ('gust', 'count'): 588.28, ('gust', 'scan'): 588.345, ('gust', 'expand'): 588.797, ('gust', 'sort'): 590.522, ('gust', 'reduce'): 590.873, ('gust', 'final'): 591.614, ('gust', 'pack'): 591.719, ('gust', 'd2h'): 594.951, ('merge', 'start'): 596.27, ('merge', 'h2d'): 596.774, ('merge', 'count'): 596.834, ('merge', 'scan'): 596.897, ('merge', 'expand'): 598.027, ('merge', 'merge'): 601.539, ('merge', 'final'): 601.878, ('merge', 'compact'): 602.296, ('merge', 'pack'): 602.402, ('merge', 'd2h'): 607.901, ('mrg2', 'start'): 610.881, ('mrg2', 'h2d'): 611.631, ('mrg2', 'count'): 611.737, ('mrg2', 'scan'): 611.867, ('mrg2', 'merge'): 612.956, ('mrg2', 'final'): 613.058, ('mrg2', 'compact'): 613.847, ('mrg2', 'pack'): 614.066, ('mrg2', 'd2h'): 619.44}"
Mildly sparse,bcsstk08,1074,12960,1.1235604381885709,305612,305612,305612,305612,0.0,,0.08400000000006003,0.36099999999999,0.1229999999999336,1.2129999999999654,0.5679999999999836,2.101,,,,,2.506,22.241,3.477,,"{('cu', 'start'): 570.12, ('cu', 'h2dmalloc'): 570.186, ('cu', 'h2d'): 570.218, ('cu', 'workest'): 570.302, ('cu', 'compute'): 570.663, ('cu', 'copy'): 570.786, ('cu', 'pack'): 570.884, ('cu', 'd2h'): 572.097, ('gust', 'start'): 572.532, ('gust', 'h2d'): 572.63, ('gust', 'count'): 572.674, ('gust', 'scan'): 572.722, ('gust', 'expand'): 572.931, ('gust', 'sort'): 573.195, ('gust', 'reduce'): 573.346, ('gust', 'final'): 573.675, ('gust', 'pack'): 573.752, ('gust', 'd2h'): 574.851, ('merge', 'start'): 575.35, ('merge', 'h2d'): 575.446, ('merge', 'count'): 575.488, ('merge', 'scan'): 575.533, ('merge', 'expand'): 576.147, ('merge', 'merge'): 595.712, ('merge', 'final'): 595.908, ('merge', 'compact'): 596.084, ('merge', 'pack'): 596.162, ('merge', 'd2h'): 597.386, ('mrg2', 'start'): 597.911, ('mrg2', 'h2d'): 598.009, ('mrg2', 'count'): 598.053, ('mrg2', 'scan'): 598.1, ('mrg2', 'merge'): 599.708, ('mrg2', 'final'): 599.751, ('mrg2', 'compact'): 599.934, ('mrg2', 'pack'): 600.011, ('mrg2', 'd2h'): 601.19}"
