name,class,tag,n,A_nnz,h2d,csc,count,scan,expand,workest,compute,copy,sort,reduce,final,numeric,pack,d2h,cu_cnnz,bucket
bp_1000,Highly sparse,cu,822,4661,0.0629999999999881,,,,,0.0480000000000018,0.1630000000000109,0.0480000000000018,,,,,0.01400000000001,0.02800000000002,21373,"大
(10K-100K)"
bp_1000,Highly sparse,gust,822,4661,0.0629999999999881,,0.02800000000002,0.0320000000000391,0.0499999999999545,,,,0.1200000000000045,0.0380000000000109,0.0480000000000018,,0.01400000000001,0.01400000000001,21373,"大
(10K-100K)"
494_bus,Highly sparse,cu,494,1666,0.0670000000000072,,,,,0.0470000000000254,0.1490000000000009,0.0430000000000063,,,,,0.0149999999999863,0.0230000000000245,4062,"中
(1K-10K)"
494_bus,Highly sparse,gust,494,1666,0.0660000000000309,,0.0180000000000291,0.0330000000000154,0.0190000000000054,,,,0.1049999999999045,0.0340000000001055,0.0459999999999354,,0.01400000000001,0.0090000000000145,4062,"中
(1K-10K)"
bp_800,Highly sparse,cu,822,4534,0.0650000000000545,,,,,0.0470000000000254,0.1630000000000109,0.0459999999999354,,,,,0.0120000000000572,0.0269999999999299,20224,"大
(10K-100K)"
bp_800,Highly sparse,gust,822,4534,0.0640000000000782,,0.0269999999999299,0.0310000000000627,0.0489999999999781,,,,0.1190000000000282,0.0349999999999681,0.0459999999999354,,0.0120000000000572,0.01400000000001,20224,"大
(10K-100K)"
bcsstm05,Highly sparse,cu,153,153,0.0610000000000354,,,,,0.0480000000000018,0.1469999999999345,0.04200000000003,,,,,0.01400000000001,0.0209999999999581,153,"小
(C<1K)"
bcsstm05,Highly sparse,gust,153,153,0.0610000000000354,,0.0209999999999581,0.0339999999999918,0.0149999999999863,,,,0.0410000000000536,0.0329999999999017,0.0460000000000491,,0.0130000000000336,0.0099999999999909,153,"小
(C<1K)"
bp_600,Highly sparse,cu,822,4172,0.0629999999999881,,,,,0.0459999999999354,0.1560000000000627,0.0439999999999827,,,,,0.0130000000000336,0.0249999999999772,16464,"大
(10K-100K)"
bp_600,Highly sparse,gust,822,4172,0.0660000000000309,,0.0279999999999063,0.0300000000000864,0.0430000000000063,,,,0.1069999999999709,0.0330000000000154,0.0499999999999545,,0.0130000000000336,0.0119999999999436,16464,"大
(10K-100K)"
bp_400,Highly sparse,cu,822,4028,0.0639999999999645,,,,,0.0500000000000682,0.1570000000000391,0.0469999999999117,,,,,0.0130000000000336,0.0259999999999536,15238,"大
(10K-100K)"
bp_400,Highly sparse,gust,822,4028,0.0639999999999645,,0.02800000000002,0.0320000000000391,0.0430000000000063,,,,0.1100000000000136,0.0489999999999781,0.0620000000000118,,0.0190000000000054,0.01400000000001,15238,"大
(10K-100K)"
662_bus,Highly sparse,cu,662,2474,0.0679999999999836,,,,,0.0499999999999545,0.1490000000000009,0.0470000000000254,,,,,0.01400000000001,0.0240000000000009,6480,"中
(1K-10K)"
662_bus,Highly sparse,gust,662,2474,0.0660000000000309,,0.0190000000000054,0.0319999999999254,0.0190000000000054,,,,0.1090000000000372,0.0349999999999681,0.0450000000000727,,0.0139999999998963,0.0090000000000145,6480,"中
(1K-10K)"
bp_200,Highly sparse,cu,822,3802,0.0639999999999645,,,,,0.0480000000000018,0.1580000000000154,0.0439999999999827,,,,,0.0130000000000336,0.0249999999999772,13197,"大
(10K-100K)"
bp_200,Highly sparse,gust,822,3802,0.0679999999999836,,0.02800000000002,0.030999999999949,0.0410000000000536,,,,0.11099999999999,0.0370000000000345,0.0459999999999354,,0.0130000000000336,0.0120000000000572,13197,"大
(10K-100K)"
bcsstm13,Highly sparse,cu,2003,21943,0.0720000000000027,,,,,0.0480000000000018,0.3129999999999882,0.0549999999999499,,,,,0.0170000000000527,0.1050000000000181,90811,"大
(10K-100K)"
bcsstm13,Highly sparse,gust,2003,21943,0.0679999999999836,,0.0200000000000954,0.0359999999999445,0.1290000000000191,,,,0.2799999999999727,0.1509999999999536,0.2470000000000709,,0.0190000000000054,0.0339999999999918,90811,"大
(10K-100K)"
bp_0,Highly sparse,cu,822,3276,0.0919999999999845,,,,,0.0529999999999972,0.1580000000000154,0.044999999999959,,,,,0.01400000000001,0.0240000000000009,9384,"中
(1K-10K)"
bp_0,Highly sparse,gust,822,3276,0.0790000000000645,,0.0289999999999963,0.0339999999999918,0.0369999999999208,,,,0.1070000000000845,0.0409999999999399,0.0470000000000254,,0.01400000000001,0.0109999999999672,9384,"中
(1K-10K)"
bcsstk23,Highly sparse,cu,3134,45178,0.0750000000000454,,,,,0.0499999999999545,0.2740000000000009,0.1030000000000654,,,,,0.0699999999999363,0.2019999999999981,220632,"巨大
(C>100K)"
bcsstk23,Highly sparse,gust,3134,45178,0.0730000000000927,,0.0190000000000054,0.0339999999999918,0.1209999999999809,,,,0.2849999999999681,0.1440000000000054,0.3070000000000163,,0.0629999999999881,0.0839999999999463,220632,"巨大
(C>100K)"
bcsstk17,Highly sparse,cu,10974,428650,0.3109999999999218,,,,,0.1640000000001009,1.7889999999999873,0.1580000000000154,,,,,0.0699999999999363,0.93100000000004,1406936,"巨大
(C>100K)"
bcsstk17,Highly sparse,gust,10974,428650,0.3940000000000054,,0.0790000000000645,0.0409999999999399,0.3170000000000073,,,,2.6689999999999827,0.34800000000007,0.5810000000000173,,0.0709999999999126,0.4990000000000236,1406936,"巨大
(C>100K)"
blckhole,Highly sparse,cu,2132,14872,0.0649999999999408,,,,,0.0510000000000445,0.2110000000000127,0.0499999999999545,,,,,0.0149999999999863,0.0900000000000318,41546,"大
(10K-100K)"
blckhole,Highly sparse,gust,2132,14872,0.0720000000000027,,0.0209999999999581,0.0339999999999918,0.0240000000000009,,,,0.2290000000000418,0.0860000000000127,0.0529999999999972,,0.01400000000001,0.0199999999999818,41546,"大
(10K-100K)"
bcsstk29,Highly sparse,cu,13992,619488,1.0399999999999636,,,,,0.2180000000000745,2.3859999999999677,0.16700000000003,,,,,0.0819999999999936,1.1849999999999454,1965686,"巨大
(C>100K)"
bcsstk29,Highly sparse,gust,13992,619488,0.2859999999999445,,0.0810000000000172,0.04200000000003,0.5030000000000427,,,,4.187000000000012,0.4569999999999936,0.7339999999999236,,0.0880000000000791,0.6599999999999682,1965686,"巨大
(C>100K)"
1138_bus,Highly sparse,cu,1138,4054,0.0720000000000027,,,,,0.0509999999999308,0.1470000000000482,0.0470000000000254,,,,,0.01400000000001,0.0240000000000009,11142,"大
(10K-100K)"
1138_bus,Highly sparse,gust,1138,4054,0.0629999999999881,,0.0180000000000291,0.0330000000000154,0.0199999999999818,,,,0.1100000000000136,0.0330000000000154,0.0470000000000254,,0.0129999999999199,0.0110000000000809,11142,"大
(10K-100K)"
bcspwr06,Highly sparse,cu,1454,5300,0.0639999999999645,,,,,0.0499999999999545,0.1470000000000482,0.0460000000000491,,,,,0.0129999999999199,0.0260000000000673,14110,"大
(10K-100K)"
bcspwr06,Highly sparse,gust,1454,5300,0.0649999999999408,,0.0190000000000054,0.0320000000000391,0.0199999999999818,,,,0.1140000000000327,0.0349999999999681,0.0529999999999972,,0.0130000000000336,0.0129999999999199,14110,"大
(10K-100K)"
bcsstk30,Highly sparse,cu,28924,2043492,0.7590000000000146,,,,,0.2010000000000218,7.844999999999914,0.8050000000000637,,,,,0.1649999999999636,4.777000000000044,8946070,"巨大
(C>100K)"
bcsstk30,Highly sparse,gust,28924,2043492,1.4979999999999336,,0.0960000000000036,0.0439999999999827,2.27800000000002,,,,23.15300000000002,1.941000000000031,2.5799999999999272,,0.0990000000000463,3.038000000000011,8946070,"巨大
(C>100K)"
bcsstm06,Highly sparse,cu,420,420,0.0620000000000118,,,,,0.0460000000000491,0.1470000000000482,0.044999999999959,,,,,0.0149999999999863,0.0209999999999581,420,"小
(C<1K)"
bcsstm06,Highly sparse,gust,420,420,0.0620000000000118,,0.016999999999939,0.0320000000000391,0.0159999999999627,,,,0.0460000000000491,0.0369999999999208,0.0460000000000491,,0.01400000000001,0.0080000000000381,420,"小
(C<1K)"
bcspwr08,Highly sparse,cu,1624,6050,0.0639999999999645,,,,,0.0470000000000254,0.1509999999999536,0.0489999999999781,,,,,0.01400000000001,0.0270000000000436,16916,"大
(10K-100K)"
bcspwr08,Highly sparse,gust,1624,6050,0.0629999999999881,,0.0180000000000291,0.0320000000000391,0.0199999999999818,,,,0.1230000000000473,0.0339999999999918,0.0509999999999308,,0.0130000000000336,0.0130000000000336,16916,"大
(10K-100K)"
bcspwr07,Highly sparse,cu,1612,5824,0.0649999999999408,,,,,0.0480000000000018,0.1470000000000482,0.0470000000000254,,,,,0.01400000000001,0.0249999999999772,15684,"大
(10K-100K)"
bcspwr07,Highly sparse,gust,1612,5824,0.0650000000000545,,0.016999999999939,0.0320000000000391,0.0209999999999581,,,,0.1200000000000045,0.0370000000000345,0.0470000000000254,,0.0119999999999436,0.0130000000000336,15684,"大
(10K-100K)"
bcspwr09,Highly sparse,cu,1723,6511,0.0640000000000782,,,,,0.0480000000000018,0.1499999999999772,0.0470000000000254,,,,,0.0139999999998963,0.0270000000000436,18485,"大
(10K-100K)"
bcspwr09,Highly sparse,gust,1723,6511,0.0689999999999599,,0.0180000000000291,0.0330000000000154,0.0209999999999581,,,,0.1200000000000045,0.0349999999999681,0.0520000000000209,,0.0130000000000336,0.0130000000000336,18485,"大
(10K-100K)"
bcsstm20,Highly sparse,cu,485,485,0.0690000000000736,,,,,0.0470000000000254,0.141999999999939,0.04200000000003,,,,,0.0130000000000336,0.0209999999999581,485,"小
(C<1K)"
bcsstm20,Highly sparse,gust,485,485,0.0620000000000118,,0.0149999999999863,0.0310000000000627,0.0149999999999863,,,,0.0410000000000536,0.030999999999949,0.0439999999999827,,0.0120000000000572,0.0079999999999245,485,"小
(C<1K)"
bcsstk21,Highly sparse,cu,3600,26600,0.07000000000005,,,,,0.0499999999999545,0.2000000000000454,0.0499999999999545,,,,,0.0149999999999863,0.1050000000000181,93072,"大
(10K-100K)"
bcsstk21,Highly sparse,gust,3600,26600,0.0699999999999363,,0.0230000000000245,0.0339999999999918,0.0750000000000454,,,,0.2289999999999281,0.0850000000000363,0.0549999999999499,,0.01400000000001,0.0360000000000582,93072,"大
(10K-100K)"
bcsstm19,Highly sparse,cu,817,817,0.08400000000006,,,,,0.0489999999999781,0.1490000000000009,0.0439999999999827,,,,,0.0159999999999627,0.0220000000000482,817,"小
(C<1K)"
bcsstm19,Highly sparse,gust,817,817,0.0769999999999981,,0.016999999999939,0.0350000000000818,0.016999999999939,,,,0.04200000000003,0.0380000000000109,0.0459999999999354,,0.01400000000001,0.0090000000000145,817,"小
(C<1K)"
bcsstk25,Highly sparse,cu,15439,252241,0.1680000000000063,,,,,0.1900000000000545,0.6899999999999409,0.2169999999999845,,,,,0.1100000000000136,0.8390000000000555,1168919,"巨大
(C>100K)"
bcsstk25,Highly sparse,gust,15439,252241,0.1650000000000773,,0.0919999999999845,0.0509999999999308,0.2140000000000554,,,,0.8829999999999245,0.2570000000000618,0.5910000000000082,,0.11099999999999,0.4210000000000491,1168919,"巨大
(C>100K)"
bcsstk18,Highly sparse,cu,11948,149090,0.11099999999999,,,,,0.11200000000008,0.4509999999999081,0.1470000000000482,,,,,0.0689999999999599,0.4770000000000891,713208,"巨大
(C>100K)"
bcsstk18,Highly sparse,gust,11948,149090,0.1089999999999236,,0.0210000000000718,0.0359999999999445,0.1610000000000582,,,,0.5049999999999955,0.1509999999999536,0.375,,0.0679999999999836,0.2430000000000518,713208,"巨大
(C>100K)"
bcsstk32,Highly sparse,cu,44609,2014701,1.1829999999999927,,,,,0.3150000000000545,7.627999999999929,0.5750000000000455,,,,,0.0679999999999836,3.494000000000028,6819653,"巨大
(C>100K)"
bcsstk32,Highly sparse,gust,44609,2014701,1.0599999999999454,,0.0970000000000936,0.0409999999999399,1.3870000000000573,,,,13.317999999999984,1.1849999999999454,1.511000000000081,,0.0739999999999554,2.3999999999999773,6819653,"巨大
(C>100K)"
bcsstk31,Extremely sparse,cu,35588,1181416,0.9149999999999636,,,,,0.1680000000000063,4.498000000000047,0.2749999999999772,,,,,0.072999999999979,2.005999999999972,4713580,"巨大
(C>100K)"
bcsstk31,Extremely sparse,gust,35588,1181416,0.80499999999995,,0.0900000000000318,0.0409999999999399,0.7000000000000455,,,,6.263000000000034,0.6809999999999263,1.025000000000091,,0.0929999999999608,1.391999999999939,4713580,"巨大
(C>100K)"
bcsstm08,Extremely sparse,cu,1074,1074,0.0639999999999645,,,,,0.0470000000000254,0.1509999999999536,0.0470000000000254,,,,,0.0130000000000336,0.0219999999999345,1074,"中
(1K-10K)"
bcsstm08,Extremely sparse,gust,1074,1074,0.0629999999999881,,0.016999999999939,0.0320000000000391,0.016999999999939,,,,0.0410000000000536,0.0330000000000154,0.044999999999959,,0.0130000000000336,0.0090000000000145,1074,"中
(1K-10K)"
bcsstm09,Extremely sparse,cu,1083,1083,0.0629999999999881,,,,,0.0450000000000727,0.141999999999939,0.0430000000000063,,,,,0.0130000000000336,0.0209999999999581,1083,"中
(1K-10K)"
bcsstm09,Extremely sparse,gust,1083,1083,0.0620000000000118,,0.0149999999999863,0.0370000000000345,0.0159999999999627,,,,0.0410000000000536,0.030999999999949,0.0440000000000964,,0.0119999999999436,0.0080000000000381,1083,"中
(1K-10K)"
bcspwr10,Extremely sparse,cu,5300,21842,0.0699999999999363,,,,,0.0480000000000018,0.197999999999979,0.0500000000000682,,,,,0.01400000000001,0.0929999999999608,60498,"大
(10K-100K)"
bcspwr10,Extremely sparse,gust,5300,21842,0.0670000000000072,,0.0180000000000291,0.0329999999999017,0.0260000000000673,,,,0.2309999999999945,0.0850000000000363,0.099999999999909,,0.0160000000000763,0.0259999999999536,60498,"大
(10K-100K)"
bcsstm11,Extremely sparse,cu,1473,1473,0.0670000000000072,,,,,0.0480000000000018,0.1469999999999345,0.0480000000000018,,,,,0.0149999999999863,0.0210000000000718,1473,"中
(1K-10K)"
bcsstm11,Extremely sparse,gust,1473,1473,0.0710000000000263,,0.0170000000000527,0.0339999999999918,0.0159999999999627,,,,0.0430000000000063,0.0330000000000154,0.0470000000000254,,0.0129999999999199,0.0090000000000145,1473,"中
(1K-10K)"
bcsstm26,Extremely sparse,cu,1922,1922,0.0649999999999408,,,,,0.0489999999999781,0.1450000000000955,0.0459999999999354,,,,,0.01400000000001,0.0220000000000482,1922,"中
(1K-10K)"
bcsstm26,Extremely sparse,gust,1922,1922,0.0659999999999172,,0.0170000000000527,0.0330000000000154,0.0179999999999154,,,,0.0430000000000063,0.0370000000000345,0.0470000000000254,,0.0130000000000336,0.0089999999999008,1922,"中
(1K-10K)"
bcsstm23,Extremely sparse,cu,3134,3134,0.0660000000000309,,,,,0.0489999999999781,0.1470000000000482,0.0469999999999117,,,,,0.0130000000000336,0.0220000000000482,3134,"中
(1K-10K)"
bcsstm23,Extremely sparse,gust,3134,3134,0.0629999999999881,,0.016999999999939,0.0370000000000345,0.0220000000000482,,,,0.1050000000000181,0.044999999999959,0.0480000000000018,,0.0130000000000336,0.0099999999999909,3134,"中
(1K-10K)"
bcsstm24,Extremely sparse,cu,3562,3562,0.0639999999999645,,,,,0.0480000000000018,0.1470000000000482,0.0469999999999117,,,,,0.01400000000001,0.0220000000000482,3562,"中
(1K-10K)"
bcsstm24,Extremely sparse,gust,3562,3562,0.0629999999999881,,0.016999999999939,0.0320000000000391,0.0199999999999818,,,,0.1069999999999709,0.0340000000001055,0.0509999999999308,,0.0130000000000336,0.0090000000000145,3562,"中
(1K-10K)"
bcsstm21,Extremely sparse,cu,3600,3600,0.0639999999999645,,,,,0.0480000000000018,0.1470000000000482,0.0480000000000018,,,,,0.0159999999999627,0.0230000000000245,3600,"中
(1K-10K)"
bcsstm21,Extremely sparse,gust,3600,3600,0.0629999999999881,,0.016999999999939,0.0330000000000154,0.0199999999999818,,,,0.1070000000000845,0.0369999999999208,0.0480000000000018,,0.01400000000001,0.0099999999999909,3600,"中
(1K-10K)"
bcsstm25,Extremely sparse,cu,15439,15439,0.0720000000000027,,,,,0.0489999999999781,0.1539999999999963,0.0520000000000209,,,,,0.01400000000001,0.02800000000002,15439,"大
(10K-100K)"
bcsstm25,Extremely sparse,gust,15439,15439,0.0689999999999599,,0.0180000000000291,0.0339999999999918,0.0360000000000582,,,,0.1179999999999381,0.0360000000000582,0.0519999999999072,,0.01400000000001,0.01400000000001,15439,"大
(10K-100K)"
