name,class,tag,n,A_nnz,h2d,csc,count,scan,expand,workest,compute,copy,sort,reduce,final,numeric,pack,d2h
bcsstm13,Highly sparse,gust,2003,21943,0.09200000000009823,,0.02699999999992997,0.04500000000007276,0.16099999999994452,,,,0.3410000000000082,0.17300000000000182,0.37599999999997635,,0.027000000000043656,0.06700000000000728
bcsstm13,Highly sparse,outer,2003,21943,0.09399999999993724,0.10099999999999909,0.020000000000095497,0.03899999999998727,0.14400000000000546,,,,0.33799999999996544,0.18100000000004002,0.23499999999989996,,0.023000000000024556,0.08100000000001728
bcsstm13,Highly sparse,colw,2003,21943,0.09299999999996089,0.10400000000004184,0.025999999999953616,0.03899999999998727,0.1590000000001055,,,,0.33199999999999363,0.16999999999995907,0.22500000000002274,,0.03999999999996362,0.07100000000002638
bcsstm13,Highly sparse,inner,2003,21943,0.09500000000002728,0.10099999999999909,0.02299999999991087,0.03700000000003456,0.15399999999999636,,,,0.3369999999999891,0.1750000000000682,0.2239999999999327,0.19600000000002638,0.022000000000048203,0.06899999999995998
bp_0,Highly sparse,cu,822,3276,0.08600000000001273,,,,,0.06799999999998363,0.17400000000009186,0.05499999999994998,,,,,0.016999999999939064,0.02800000000002001
bp_0,Highly sparse,gust,822,3276,0.08100000000001728,,0.029999999999972715,0.03499999999996817,0.04000000000007731,,,,0.12199999999995725,0.03899999999998727,0.05299999999999727,,0.01700000000005275,0.014000000000010004
bp_0,Highly sparse,outer,822,3276,0.07799999999997453,0.16600000000005366,0.019000000000005457,0.032999999999901775,0.04500000000007276,,,,0.1089999999999236,0.044000000000096406,0.049999999999954525,,0.01599999999996271,0.014999999999986358
bp_0,Highly sparse,colw,822,3276,0.08199999999999363,0.16800000000000637,0.01999999999998181,0.0340000000001055,0.01999999999998181,,,,0.10799999999994725,0.03600000000005821,0.04899999999997817,,0.016999999999939064,0.014000000000010004
bp_0,Highly sparse,inner,822,3276,0.07600000000002183,0.16300000000001091,0.02800000000002001,0.03199999999992542,0.03700000000003456,,,,0.10900000000003729,0.03499999999996817,0.055000000000063665,0.08699999999998909,0.016999999999939064,0.014000000000010004
bcsstk23,Highly sparse,cu,3134,45178,0.10599999999999454,,,,,0.07200000000000273,0.3410000000000082,0.1349999999999909,,,,,0.10000000000002274,0.32799999999997453
bcsstk23,Highly sparse,gust,3134,45178,0.10099999999999909,,0.021999999999934516,0.055000000000063665,0.20199999999999818,,,,0.3349999999999227,0.18100000000004002,0.44299999999998363,,0.08900000000005548,0.15299999999990632
bcsstk23,Highly sparse,outer,3134,45178,0.09799999999995634,0.08699999999998909,0.01999999999998181,0.03899999999998727,0.1510000000000673,,,,0.3350000000000364,0.17199999999991178,0.29300000000000637,,0.10000000000002274,0.15200000000004366
bcsstk23,Highly sparse,colw,3134,45178,0.1029999999999518,0.08900000000005548,0.021999999999934516,0.03999999999996362,0.15000000000009095,,,,0.3529999999999518,0.18299999999999272,0.28499999999996817,,0.08100000000001728,0.15600000000006276
bcsstk23,Highly sparse,inner,3134,45178,0.1029999999999518,0.08699999999998909,0.02100000000007185,0.036999999999920874,0.1490000000000009,,,,0.3310000000000173,0.22299999999995634,0.3420000000000982,0.2179999999999609,0.1290000000000191,0.15899999999999181
bcsstk17,Highly sparse,cu,10974,428650,0.21699999999998454,,,,,0.1490000000000009,1.7720000000000482,0.15999999999996817,,,,,0.06500000000005457,0.8139999999999645
bcsstk17,Highly sparse,gust,10974,428650,0.5159999999999627,,0.07900000000006457,0.03999999999996362,0.32000000000005,,,,2.6399999999999864,0.34199999999998454,0.5750000000000455,,0.06999999999993634,0.4149999999999636
bcsstk17,Highly sparse,outer,10974,428650,0.47199999999998,0.26900000000000546,0.020000000000095497,0.033999999999991815,0.26400000000001,,,,2.558999999999969,0.33600000000001273,0.4130000000000109,,0.08299999999996999,0.4149999999999636
bcsstk17,Highly sparse,colw,10974,428650,0.5679999999999836,0.26900000000000546,0.02800000000002001,0.033999999999991815,0.2880000000000109,,,,2.5529999999999973,0.34000000000003183,0.40800000000001546,,0.06599999999991724,0.4370000000000118
bcsstk17,Highly sparse,inner,10974,428650,0.56899999999996,0.26700000000005275,0.025999999999953616,0.03300000000001546,0.2939999999999827,,,,2.574000000000069,0.34399999999993724,0.4110000000000582,0.3669999999999618,0.08600000000001273,0.41599999999994
blckhole,Highly sparse,cu,2132,14872,0.09200000000009823,,,,,0.06999999999993634,0.2400000000000091,0.05899999999996908,,,,,0.019000000000005457,0.11800000000005184
