class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,outer_cnnz,colw_cnnz,inner_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,man_write,outer_time,colw_time,inner_time,phases
Mildly sparse,bcsstk22,138,696,3.6546943919344677,1552,1552,1552,1552,1552,0.0,,0.07100000000002638,0.16800000000000637,0.05600000000004002,0.02400000000000091,0.29500000000007276,0.499,,,,,0.476,,0.552,0.519,0.527,"{('cu', 'start'): 666.213, ('cu', 'h2dmalloc'): 666.285, ('cu', 'h2d'): 666.299, ('cu', 'workest'): 666.37, ('cu', 'compute'): 666.538, ('cu', 'copy'): 666.594, ('cu', 'pack'): 666.612, ('cu', 'd2h'): 666.636, ('gust', 'start'): 666.735, ('gust', 'h2d'): 666.818, ('gust', 'count'): 666.838, ('gust', 'scan'): 666.875, ('gust', 'expand'): 666.896, ('gust', 'sort'): 667.006, ('gust', 'reduce'): 667.045, ('gust', 'final'): 667.099, ('gust', 'pack'): 667.117, ('gust', 'd2h'): 667.126, ('outer', 'start'): 667.22, ('outer', 'h2d'): 667.295, ('outer', 'csc'): 667.355, ('outer', 'count'): 667.374, ('outer', 'scan'): 667.406, ('outer', 'expand'): 667.424, ('outer', 'sort'): 667.531, ('outer', 'reduce'): 667.58, ('outer', 'final'): 667.627, ('outer', 'pack'): 667.643, ('outer', 'd2h'): 667.653, ('colw', 'start'): 667.782, ('colw', 'h2d'): 667.863, ('colw', 'csc'): 667.925, ('colw', 'count'): 667.943, ('colw', 'scan'): 667.975, ('colw', 'expand'): 667.993, ('colw', 'sort'): 668.099, ('colw', 'reduce'): 668.134, ('colw', 'final'): 668.186, ('colw', 'pack'): 668.202, ('colw', 'd2h'): 668.211, ('inner', 'start'): 668.309, ('inner', 'h2d'): 668.385, ('inner', 'csc'): 668.445, ('inner', 'count'): 668.463, ('inner', 'scan'): 668.495, ('inner', 'expand'): 668.513, ('inner', 'sort'): 668.619, ('inner', 'reduce'): 668.653, ('inner', 'final'): 668.699, ('inner', 'numeric'): 668.724, ('inner', 'pack'): 668.742, ('inner', 'd2h'): 668.751}"
Mildly sparse,bcspwr03,118,476,3.418557885665039,1270,1270,1270,1270,1270,0.0,,0.07200000000000273,0.16999999999995907,0.05700000000001637,0.024999999999977263,0.29899999999997817,0.516,,,,,0.442,,0.522,0.503,0.492,"{('cu', 'start'): 667.937, ('cu', 'h2dmalloc'): 668.008, ('cu', 'h2d'): 668.024, ('cu', 'workest'): 668.096, ('cu', 'compute'): 668.266, ('cu', 'copy'): 668.323, ('cu', 'pack'): 668.341, ('cu', 'd2h'): 668.366, ('gust', 'start'): 668.468, ('gust', 'h2d'): 668.548, ('gust', 'count'): 668.568, ('gust', 'scan'): 668.61, ('gust', 'expand'): 668.632, ('gust', 'sort'): 668.68, ('gust', 'reduce'): 668.721, ('gust', 'final'): 668.778, ('gust', 'pack'): 668.796, ('gust', 'd2h'): 668.806, ('outer', 'start'): 668.921, ('outer', 'h2d'): 668.999, ('outer', 'csc'): 669.065, ('outer', 'count'): 669.084, ('outer', 'scan'): 669.12, ('outer', 'expand'): 669.139, ('outer', 'sort'): 669.185, ('outer', 'reduce'): 669.229, ('outer', 'final'): 669.294, ('outer', 'pack'): 669.311, ('outer', 'd2h'): 669.322, ('colw', 'start'): 669.454, ('colw', 'h2d'): 669.533, ('colw', 'csc'): 669.598, ('colw', 'count'): 669.617, ('colw', 'scan'): 669.653, ('colw', 'expand'): 669.673, ('colw', 'sort'): 669.718, ('colw', 'reduce'): 669.763, ('colw', 'final'): 669.813, ('colw', 'pack'): 669.831, ('colw', 'd2h'): 669.851, ('inner', 'start'): 669.968, ('inner', 'h2d'): 670.046, ('inner', 'csc'): 670.109, ('inner', 'count'): 670.127, ('inner', 'scan'): 670.162, ('inner', 'expand'): 670.183, ('inner', 'sort'): 670.228, ('inner', 'reduce'): 670.263, ('inner', 'final'): 670.313, ('inner', 'numeric'): 670.337, ('inner', 'pack'): 670.355, ('inner', 'd2h'): 670.365}"
Mildly sparse,can_229,229,1777,3.388570012013501,5017,5017,5017,5017,5017,0.0,,0.07600000000002183,0.17600000000004457,0.05700000000001637,0.025999999999953616,0.30900000000008276,0.535,,,,,0.523,,0.604,0.565,0.584,"{('cu', 'start'): 689.096, ('cu', 'h2dmalloc'): 689.168, ('cu', 'h2d'): 689.185, ('cu', 'workest'): 689.261, ('cu', 'compute'): 689.437, ('cu', 'copy'): 689.494, ('cu', 'pack'): 689.513, ('cu', 'd2h'): 689.539, ('gust', 'start'): 689.647, ('gust', 'h2d'): 689.746, ('gust', 'count'): 689.766, ('gust', 'scan'): 689.807, ('gust', 'expand'): 689.829, ('gust', 'sort'): 689.947, ('gust', 'reduce'): 689.987, ('gust', 'final'): 690.043, ('gust', 'pack'): 690.06, ('gust', 'd2h'): 690.072, ('outer', 'start'): 690.182, ('outer', 'h2d'): 690.268, ('outer', 'csc'): 690.335, ('outer', 'count'): 690.354, ('outer', 'scan'): 690.389, ('outer', 'expand'): 690.408, ('outer', 'sort'): 690.521, ('outer', 'reduce'): 690.568, ('outer', 'final'): 690.621, ('outer', 'pack'): 690.638, ('outer', 'd2h'): 690.665, ('colw', 'start'): 690.797, ('colw', 'h2d'): 690.881, ('colw', 'csc'): 690.949, ('colw', 'count'): 690.969, ('colw', 'scan'): 691.006, ('colw', 'expand'): 691.026, ('colw', 'sort'): 691.139, ('colw', 'reduce'): 691.176, ('colw', 'final'): 691.228, ('colw', 'pack'): 691.245, ('colw', 'd2h'): 691.258, ('inner', 'start'): 691.374, ('inner', 'h2d'): 691.455, ('inner', 'csc'): 691.521, ('inner', 'count'): 691.54, ('inner', 'scan'): 691.575, ('inner', 'expand'): 691.596, ('inner', 'sort'): 691.709, ('inner', 'reduce'): 691.745, ('inner', 'final'): 691.803, ('inner', 'numeric'): 691.829, ('inner', 'pack'): 691.847, ('inner', 'd2h'): 691.859}"
Mildly sparse,can_292,292,2540,2.9789829236254457,11670,11670,11670,11670,11670,0.0,,0.07600000000002183,0.19799999999997908,0.057999999999992724,0.03200000000003911,0.33199999999999363,0.561,,,,,0.608,,0.651,0.603,0.621,"{('cu', 'start'): 677.525, ('cu', 'h2dmalloc'): 677.598, ('cu', 'h2d'): 677.616, ('cu', 'workest'): 677.692, ('cu', 'compute'): 677.89, ('cu', 'copy'): 677.948, ('cu', 'pack'): 677.967, ('cu', 'd2h'): 677.999, ('gust', 'start'): 678.101, ('gust', 'h2d'): 678.19, ('gust', 'count'): 678.212, ('gust', 'scan'): 678.252, ('gust', 'expand'): 678.279, ('gust', 'sort'): 678.455, ('gust', 'reduce'): 678.499, ('gust', 'final'): 678.56, ('gust', 'pack'): 678.58, ('gust', 'd2h'): 678.596, ('outer', 'start'): 678.722, ('outer', 'h2d'): 678.816, ('outer', 'csc'): 678.899, ('outer', 'count'): 678.918, ('outer', 'scan'): 678.954, ('outer', 'expand'): 678.976, ('outer', 'sort'): 679.098, ('outer', 'reduce'): 679.136, ('outer', 'final'): 679.197, ('outer', 'pack'): 679.215, ('outer', 'd2h'): 679.251, ('colw', 'start'): 679.385, ('colw', 'h2d'): 679.476, ('colw', 'csc'): 679.56, ('colw', 'count'): 679.58, ('colw', 'scan'): 679.615, ('colw', 'expand'): 679.639, ('colw', 'sort'): 679.76, ('colw', 'reduce'): 679.797, ('colw', 'final'): 679.849, ('colw', 'pack'): 679.867, ('colw', 'd2h'): 679.883, ('inner', 'start'): 679.998, ('inner', 'h2d'): 680.083, ('inner', 'csc'): 680.164, ('inner', 'count'): 680.184, ('inner', 'scan'): 680.219, ('inner', 'expand'): 680.243, ('inner', 'sort'): 680.363, ('inner', 'reduce'): 680.4, ('inner', 'final'): 680.452, ('inner', 'numeric'): 680.484, ('inner', 'pack'): 680.503, ('inner', 'd2h'): 680.52}"
Mildly sparse,ash292,292,2208,2.589604053293301,6042,6042,6042,6042,6042,0.0,,0.06900000000007367,0.16699999999991633,0.05400000000008731,0.027000000000043656,0.2900000000000773,0.506,,,,,0.498,,0.562,0.549,0.56,"{('cu', 'start'): 682.695, ('cu', 'h2dmalloc'): 682.767, ('cu', 'h2d'): 682.79, ('cu', 'workest'): 682.859, ('cu', 'compute'): 683.026, ('cu', 'copy'): 683.08, ('cu', 'pack'): 683.098, ('cu', 'd2h'): 683.125, ('gust', 'start'): 683.213, ('gust', 'h2d'): 683.303, ('gust', 'count'): 683.322, ('gust', 'scan'): 683.359, ('gust', 'expand'): 683.391, ('gust', 'sort'): 683.502, ('gust', 'reduce'): 683.541, ('gust', 'final'): 683.594, ('gust', 'pack'): 683.611, ('gust', 'd2h'): 683.623, ('outer', 'start'): 683.72, ('outer', 'h2d'): 683.808, ('outer', 'csc'): 683.873, ('outer', 'count'): 683.891, ('outer', 'scan'): 683.924, ('outer', 'expand'): 683.942, ('outer', 'sort'): 684.049, ('outer', 'reduce'): 684.092, ('outer', 'final'): 684.142, ('outer', 'pack'): 684.159, ('outer', 'd2h'): 684.186, ('colw', 'start'): 684.291, ('colw', 'h2d'): 684.384, ('colw', 'csc'): 684.452, ('colw', 'count'): 684.471, ('colw', 'scan'): 684.503, ('colw', 'expand'): 684.523, ('colw', 'sort'): 684.629, ('colw', 'reduce'): 684.663, ('colw', 'final'): 684.719, ('colw', 'pack'): 684.735, ('colw', 'd2h'): 684.748, ('inner', 'start'): 684.849, ('inner', 'h2d'): 684.937, ('inner', 'csc'): 685.002, ('inner', 'count'): 685.021, ('inner', 'scan'): 685.054, ('inner', 'expand'): 685.074, ('inner', 'sort'): 685.182, ('inner', 'reduce'): 685.215, ('inner', 'final'): 685.263, ('inner', 'numeric'): 685.286, ('inner', 'pack'): 685.303, ('inner', 'd2h'): 685.315}"
Mildly sparse,bcspwr04,274,1612,2.1471575470190207,4982,4982,4982,4982,4982,0.0,,0.07100000000002638,0.16599999999993997,0.055000000000063665,0.02800000000002001,0.29200000000003,0.52,,,,,0.528,,0.588,0.563,0.588,"{('cu', 'start'): 675.386, ('cu', 'h2dmalloc'): 675.459, ('cu', 'h2d'): 675.476, ('cu', 'workest'): 675.547, ('cu', 'compute'): 675.713, ('cu', 'copy'): 675.768, ('cu', 'pack'): 675.787, ('cu', 'd2h'): 675.815, ('gust', 'start'): 675.92, ('gust', 'h2d'): 676.006, ('gust', 'count'): 676.027, ('gust', 'scan'): 676.069, ('gust', 'expand'): 676.093, ('gust', 'sort'): 676.208, ('gust', 'reduce'): 676.248, ('gust', 'final'): 676.305, ('gust', 'pack'): 676.323, ('gust', 'd2h'): 676.335, ('outer', 'start'): 676.458, ('outer', 'h2d'): 676.542, ('outer', 'csc'): 676.611, ('outer', 'count'): 676.631, ('outer', 'scan'): 676.667, ('outer', 'expand'): 676.686, ('outer', 'sort'): 676.796, ('outer', 'reduce'): 676.841, ('outer', 'final'): 676.892, ('outer', 'pack'): 676.91, ('outer', 'd2h'): 676.935, ('colw', 'start'): 677.057, ('colw', 'h2d'): 677.143, ('colw', 'csc'): 677.211, ('colw', 'count'): 677.232, ('colw', 'scan'): 677.267, ('colw', 'expand'): 677.288, ('colw', 'sort'): 677.397, ('colw', 'reduce'): 677.435, ('colw', 'final'): 677.486, ('colw', 'pack'): 677.503, ('colw', 'd2h'): 677.515, ('inner', 'start'): 677.629, ('inner', 'h2d'): 677.718, ('inner', 'csc'): 677.785, ('inner', 'count'): 677.805, ('inner', 'scan'): 677.839, ('inner', 'expand'): 677.86, ('inner', 'sort'): 677.97, ('inner', 'reduce'): 678.005, ('inner', 'final'): 678.061, ('inner', 'numeric'): 678.088, ('inner', 'pack'): 678.105, ('inner', 'd2h'): 678.118}"
Mildly sparse,bcsstk13,2003,83883,2.0907979019987244,396773,396773,396773,396773,396773,0.0,,0.07400000000006912,0.5720000000000027,0.17899999999997362,0.5550000000000637,0.8250000000000455,1.746,,,,,2.541,,2.673,2.667,2.831,"{('cu', 'start'): 692.313, ('cu', 'h2dmalloc'): 692.375, ('cu', 'h2d'): 692.454, ('cu', 'workest'): 692.528, ('cu', 'compute'): 693.1, ('cu', 'copy'): 693.279, ('cu', 'pack'): 693.361, ('cu', 'd2h'): 693.916, ('gust', 'start'): 694.07, ('gust', 'h2d'): 694.209, ('gust', 'count'): 694.237, ('gust', 'scan'): 694.278, ('gust', 'expand'): 694.46, ('gust', 'sort'): 695.235, ('gust', 'reduce'): 695.44, ('gust', 'final'): 695.938, ('gust', 'pack'): 696.033, ('gust', 'd2h'): 696.358, ('outer', 'start'): 696.623, ('outer', 'h2d'): 696.759, ('outer', 'csc'): 696.898, ('outer', 'count'): 696.919, ('outer', 'scan'): 696.957, ('outer', 'expand'): 697.119, ('outer', 'sort'): 697.885, ('outer', 'reduce'): 698.082, ('outer', 'final'): 698.453, ('outer', 'pack'): 698.563, ('outer', 'd2h'): 698.887, ('colw', 'start'): 699.308, ('colw', 'h2d'): 699.445, ('colw', 'csc'): 699.581, ('colw', 'count'): 699.606, ('colw', 'scan'): 699.643, ('colw', 'expand'): 699.826, ('colw', 'sort'): 700.599, ('colw', 'reduce'): 700.792, ('colw', 'final'): 701.16, ('colw', 'pack'): 701.248, ('colw', 'd2h'): 701.571, ('inner', 'start'): 701.986, ('inner', 'h2d'): 702.124, ('inner', 'csc'): 702.265, ('inner', 'count'): 702.29, ('inner', 'scan'): 702.327, ('inner', 'expand'): 702.508, ('inner', 'sort'): 703.283, ('inner', 'reduce'): 703.482, ('inner', 'final'): 703.85, ('inner', 'numeric'): 704.128, ('inner', 'pack'): 704.222, ('inner', 'd2h'): 704.554}"
Mildly sparse,bcsstm01,48,48,2.083333333333333,48,48,48,48,48,0.0,,0.07799999999997453,0.14999999999997726,0.05200000000002092,0.024999999999977263,0.2799999999999727,0.531,,,,,0.431,,0.517,0.475,0.49,"{('cu', 'start'): 668.638, ('cu', 'h2dmalloc'): 668.74, ('cu', 'h2d'): 668.758, ('cu', 'workest'): 668.836, ('cu', 'compute'): 668.986, ('cu', 'copy'): 669.038, ('cu', 'pack'): 669.057, ('cu', 'd2h'): 669.082, ('gust', 'start'): 669.186, ('gust', 'h2d'): 669.288, ('gust', 'count'): 669.308, ('gust', 'scan'): 669.348, ('gust', 'expand'): 669.366, ('gust', 'sort'): 669.411, ('gust', 'reduce'): 669.447, ('gust', 'final'): 669.501, ('gust', 'pack'): 669.517, ('gust', 'd2h'): 669.526, ('outer', 'start'): 669.628, ('outer', 'h2d'): 669.737, ('outer', 'csc'): 669.802, ('outer', 'count'): 669.82, ('outer', 'scan'): 669.854, ('outer', 'expand'): 669.871, ('outer', 'sort'): 669.92, ('outer', 'reduce'): 669.953, ('outer', 'final'): 670.005, ('outer', 'pack'): 670.021, ('outer', 'd2h'): 670.03, ('colw', 'start'): 670.157, ('colw', 'h2d'): 670.256, ('colw', 'csc'): 670.319, ('colw', 'count'): 670.338, ('colw', 'scan'): 670.371, ('colw', 'expand'): 670.387, ('colw', 'sort'): 670.43, ('colw', 'reduce'): 670.462, ('colw', 'final'): 670.511, ('colw', 'pack'): 670.527, ('colw', 'd2h'): 670.536, ('inner', 'start'): 670.643, ('inner', 'h2d'): 670.748, ('inner', 'csc'): 670.811, ('inner', 'count'): 670.828, ('inner', 'scan'): 670.862, ('inner', 'expand'): 670.877, ('inner', 'sort'): 670.919, ('inner', 'reduce'): 670.95, ('inner', 'final'): 670.997, ('inner', 'numeric'): 671.017, ('inner', 'pack'): 671.035, ('inner', 'd2h'): 671.043}"
Mildly sparse,bcsstk14,1806,63454,1.945465404477998,195654,195654,195654,195654,195654,0.0,,0.07100000000002638,0.5279999999999063,0.12100000000009459,0.3160000000000309,0.7200000000000273,1.356,,,,,1.774,,1.999,2.003,2.036,"{('cu', 'start'): 690.634, ('cu', 'h2dmalloc'): 690.699, ('cu', 'h2d'): 690.749, ('cu', 'workest'): 690.82, ('cu', 'compute'): 691.348, ('cu', 'copy'): 691.469, ('cu', 'pack'): 691.545, ('cu', 'd2h'): 691.861, ('gust', 'start'): 692.002, ('gust', 'h2d'): 692.111, ('gust', 'count'): 692.135, ('gust', 'scan'): 692.174, ('gust', 'expand'): 692.359, ('gust', 'sort'): 692.885, ('gust', 'reduce'): 693.073, ('gust', 'final'): 693.465, ('gust', 'pack'): 693.489, ('gust', 'd2h'): 693.627, ('outer', 'start'): 693.787, ('outer', 'h2d'): 693.9, ('outer', 'csc'): 693.998, ('outer', 'count'): 694.017, ('outer', 'scan'): 694.052, ('outer', 'expand'): 694.218, ('outer', 'sort'): 694.74, ('outer', 'reduce'): 694.926, ('outer', 'final'): 695.195, ('outer', 'pack'): 695.296, ('outer', 'd2h'): 695.434, ('colw', 'start'): 695.797, ('colw', 'h2d'): 695.909, ('colw', 'csc'): 696.008, ('colw', 'count'): 696.032, ('colw', 'scan'): 696.066, ('colw', 'expand'): 696.249, ('colw', 'sort'): 696.764, ('colw', 'reduce'): 696.948, ('colw', 'final'): 697.22, ('colw', 'pack'): 697.303, ('colw', 'd2h'): 697.451, ('inner', 'start'): 697.81, ('inner', 'h2d'): 697.923, ('inner', 'csc'): 698.02, ('inner', 'count'): 698.044, ('inner', 'scan'): 698.078, ('inner', 'expand'): 698.259, ('inner', 'sort'): 698.777, ('inner', 'reduce'): 698.959, ('inner', 'final'): 699.224, ('inner', 'numeric'): 699.424, ('inner', 'pack'): 699.505, ('inner', 'd2h'): 699.648}"
Mildly sparse,can_445,445,3809,1.923494508269158,11193,11193,11193,11193,11193,0.0,,0.06700000000000728,0.17700000000002092,0.055000000000063665,0.06299999999998818,0.29900000000009186,0.55,,,,,0.505,,0.593,0.546,0.574,"{('cu', 'start'): 662.272, ('cu', 'h2dmalloc'): 662.343, ('cu', 'h2d'): 662.358, ('cu', 'workest'): 662.425, ('cu', 'compute'): 662.602, ('cu', 'copy'): 662.657, ('cu', 'pack'): 662.674, ('cu', 'd2h'): 662.737, ('gust', 'start'): 662.834, ('gust', 'h2d'): 662.916, ('gust', 'count'): 662.936, ('gust', 'scan'): 662.974, ('gust', 'expand'): 662.997, ('gust', 'sort'): 663.124, ('gust', 'reduce'): 663.164, ('gust', 'final'): 663.219, ('gust', 'pack'): 663.237, ('gust', 'd2h'): 663.253, ('outer', 'start'): 663.349, ('outer', 'h2d'): 663.425, ('outer', 'csc'): 663.491, ('outer', 'count'): 663.508, ('outer', 'scan'): 663.541, ('outer', 'expand'): 663.559, ('outer', 'sort'): 663.682, ('outer', 'reduce'): 663.739, ('outer', 'final'): 663.79, ('outer', 'pack'): 663.808, ('outer', 'd2h'): 663.839, ('colw', 'start'): 663.952, ('colw', 'h2d'): 664.033, ('colw', 'csc'): 664.097, ('colw', 'count'): 664.116, ('colw', 'scan'): 664.15, ('colw', 'expand'): 664.17, ('colw', 'sort'): 664.293, ('colw', 'reduce'): 664.328, ('colw', 'final'): 664.375, ('colw', 'pack'): 664.392, ('colw', 'd2h'): 664.407, ('inner', 'start'): 664.507, ('inner', 'h2d'): 664.583, ('inner', 'csc'): 664.645, ('inner', 'count'): 664.662, ('inner', 'scan'): 664.703, ('inner', 'expand'): 664.724, ('inner', 'sort'): 664.846, ('inner', 'reduce'): 664.882, ('inner', 'final'): 664.934, ('inner', 'numeric'): 664.961, ('inner', 'pack'): 664.977, ('inner', 'd2h'): 664.992}"
Mildly sparse,bcsstm10,1086,22092,1.8731621948861958,54504,54504,54504,54504,54504,0.0,,0.07300000000009277,0.28300000000001546,0.06099999999992178,0.14400000000000546,0.41700000000003,0.759,,,,,1.278,,1.359,1.323,1.373,"{('cu', 'start'): 695.761, ('cu', 'h2dmalloc'): 695.832, ('cu', 'h2d'): 695.858, ('cu', 'workest'): 695.931, ('cu', 'compute'): 696.214, ('cu', 'copy'): 696.275, ('cu', 'pack'): 696.294, ('cu', 'd2h'): 696.438, ('gust', 'start'): 696.533, ('gust', 'h2d'): 696.621, ('gust', 'count'): 696.643, ('gust', 'scan'): 696.682, ('gust', 'expand'): 696.842, ('gust', 'sort'): 697.13, ('gust', 'reduce'): 697.289, ('gust', 'final'): 697.574, ('gust', 'pack'): 697.595, ('gust', 'd2h'): 697.639, ('outer', 'start'): 697.822, ('outer', 'h2d'): 697.913, ('outer', 'csc'): 697.995, ('outer', 'count'): 698.014, ('outer', 'scan'): 698.05, ('outer', 'expand'): 698.187, ('outer', 'sort'): 698.469, ('outer', 'reduce'): 698.622, ('outer', 'final'): 698.781, ('outer', 'pack'): 698.806, ('outer', 'd2h'): 698.866, ('colw', 'start'): 699.193, ('colw', 'h2d'): 699.284, ('colw', 'csc'): 699.366, ('colw', 'count'): 699.387, ('colw', 'scan'): 699.423, ('colw', 'expand'): 699.565, ('colw', 'sort'): 699.845, ('colw', 'reduce'): 700.005, ('colw', 'final'): 700.145, ('colw', 'pack'): 700.166, ('colw', 'd2h'): 700.21, ('inner', 'start'): 700.529, ('inner', 'h2d'): 700.616, ('inner', 'csc'): 700.699, ('inner', 'count'): 700.72, ('inner', 'scan'): 700.764, ('inner', 'expand'): 700.911, ('inner', 'sort'): 701.193, ('inner', 'reduce'): 701.344, ('inner', 'final'): 701.483, ('inner', 'numeric'): 701.661, ('inner', 'pack'): 701.682, ('inner', 'd2h'): 701.726}"
Mildly sparse,bcsstk10,1086,22070,1.8712968332943305,54504,54504,54504,54504,54504,0.0,,0.06799999999998363,0.2719999999999345,0.059000000000082764,0.13200000000006185,0.3990000000000009,0.71,,,,,1.171,,1.243,1.226,1.252,"{('cu', 'start'): 687.176, ('cu', 'h2dmalloc'): 687.241, ('cu', 'h2d'): 687.272, ('cu', 'workest'): 687.34, ('cu', 'compute'): 687.612, ('cu', 'copy'): 687.671, ('cu', 'pack'): 687.689, ('cu', 'd2h'): 687.821, ('gust', 'start'): 687.9, ('gust', 'h2d'): 688.002, ('gust', 'count'): 688.025, ('gust', 'scan'): 688.063, ('gust', 'expand'): 688.204, ('gust', 'sort'): 688.47, ('gust', 'reduce'): 688.618, ('gust', 'final'): 688.852, ('gust', 'pack'): 688.872, ('gust', 'd2h'): 688.919, ('outer', 'start'): 689.079, ('outer', 'h2d'): 689.17, ('outer', 'csc'): 689.251, ('outer', 'count'): 689.269, ('outer', 'scan'): 689.303, ('outer', 'expand'): 689.432, ('outer', 'sort'): 689.691, ('outer', 'reduce'): 689.837, ('outer', 'final'): 689.976, ('outer', 'pack'): 690.002, ('outer', 'd2h'): 690.066, ('colw', 'start'): 690.333, ('colw', 'h2d'): 690.426, ('colw', 'csc'): 690.509, ('colw', 'count'): 690.53, ('colw', 'scan'): 690.565, ('colw', 'expand'): 690.699, ('colw', 'sort'): 690.958, ('colw', 'reduce'): 691.115, ('colw', 'final'): 691.24, ('colw', 'pack'): 691.261, ('colw', 'd2h'): 691.309, ('inner', 'start'): 691.569, ('inner', 'h2d'): 691.656, ('inner', 'csc'): 691.74, ('inner', 'count'): 691.761, ('inner', 'scan'): 691.795, ('inner', 'expand'): 691.926, ('inner', 'sort'): 692.201, ('inner', 'reduce'): 692.35, ('inner', 'final'): 692.47, ('inner', 'numeric'): 692.619, ('inner', 'pack'): 692.64, ('inner', 'd2h'): 692.687}"
Mildly sparse,can_634,634,7228,1.7982067689000787,25446,25446,25446,25446,25446,0.0,,0.07000000000005002,0.2479999999999336,0.057999999999992724,0.11000000000001364,0.37599999999997635,0.655,,,,,0.769,,0.848,0.832,0.837,"{('cu', 'start'): 683.959, ('cu', 'h2dmalloc'): 684.024, ('cu', 'h2d'): 684.044, ('cu', 'workest'): 684.114, ('cu', 'compute'): 684.362, ('cu', 'copy'): 684.42, ('cu', 'pack'): 684.438, ('cu', 'd2h'): 684.548, ('gust', 'start'): 684.628, ('gust', 'h2d'): 684.705, ('gust', 'count'): 684.726, ('gust', 'scan'): 684.764, ('gust', 'expand'): 684.791, ('gust', 'sort'): 685.053, ('gust', 'reduce'): 685.152, ('gust', 'final'): 685.27, ('gust', 'pack'): 685.291, ('gust', 'd2h'): 685.317, ('outer', 'start'): 685.409, ('outer', 'h2d'): 685.484, ('outer', 'csc'): 685.559, ('outer', 'count'): 685.577, ('outer', 'scan'): 685.611, ('outer', 'expand'): 685.632, ('outer', 'sort'): 685.879, ('outer', 'reduce'): 685.977, ('outer', 'final'): 686.043, ('outer', 'pack'): 686.063, ('outer', 'd2h'): 686.106, ('colw', 'start'): 686.269, ('colw', 'h2d'): 686.347, ('colw', 'csc'): 686.423, ('colw', 'count'): 686.444, ('colw', 'scan'): 686.478, ('colw', 'expand'): 686.502, ('colw', 'sort'): 686.748, ('colw', 'reduce'): 686.853, ('colw', 'final'): 686.91, ('colw', 'pack'): 686.929, ('colw', 'd2h'): 686.955, ('inner', 'start'): 687.112, ('inner', 'h2d'): 687.188, ('inner', 'csc'): 687.264, ('inner', 'count'): 687.283, ('inner', 'scan'): 687.318, ('inner', 'expand'): 687.341, ('inner', 'sort'): 687.587, ('inner', 'reduce'): 687.681, ('inner', 'final'): 687.736, ('inner', 'numeric'): 687.767, ('inner', 'pack'): 687.785, ('inner', 'd2h'): 687.812}"
Mildly sparse,bcsstk11,1473,34241,1.578123350888521,94187,94187,94187,94187,94187,0.0,,0.07000000000005002,0.31999999999993634,0.06600000000003092,0.16499999999996362,0.4560000000000173,0.952,,,,,1.292,,1.509,1.513,1.58,"{('cu', 'start'): 690.102, ('cu', 'h2dmalloc'): 690.165, ('cu', 'h2d'): 690.198, ('cu', 'workest'): 690.268, ('cu', 'compute'): 690.588, ('cu', 'copy'): 690.654, ('cu', 'pack'): 690.759, ('cu', 'd2h'): 690.924, ('gust', 'start'): 691.067, ('gust', 'h2d'): 691.161, ('gust', 'count'): 691.183, ('gust', 'scan'): 691.224, ('gust', 'expand'): 691.372, ('gust', 'sort'): 691.697, ('gust', 'reduce'): 691.879, ('gust', 'final'): 692.187, ('gust', 'pack'): 692.208, ('gust', 'd2h'): 692.277, ('outer', 'start'): 692.371, ('outer', 'h2d'): 692.467, ('outer', 'csc'): 692.552, ('outer', 'count'): 692.574, ('outer', 'scan'): 692.61, ('outer', 'expand'): 692.751, ('outer', 'sort'): 693.072, ('outer', 'reduce'): 693.241, ('outer', 'final'): 693.431, ('outer', 'pack'): 693.512, ('outer', 'd2h'): 693.609, ('colw', 'start'): 693.891, ('colw', 'h2d'): 693.988, ('colw', 'csc'): 694.075, ('colw', 'count'): 694.097, ('colw', 'scan'): 694.134, ('colw', 'expand'): 694.281, ('colw', 'sort'): 694.612, ('colw', 'reduce'): 694.789, ('colw', 'final'): 694.989, ('colw', 'pack'): 695.073, ('colw', 'd2h'): 695.144, ('inner', 'start'): 695.416, ('inner', 'h2d'): 695.506, ('inner', 'csc'): 695.602, ('inner', 'count'): 695.626, ('inner', 'scan'): 695.661, ('inner', 'expand'): 695.808, ('inner', 'sort'): 696.139, ('inner', 'reduce'): 696.323, ('inner', 'final'): 696.519, ('inner', 'numeric'): 696.696, ('inner', 'pack'): 696.788, ('inner', 'd2h'): 696.858}"
