class,name,n,A_nnz,density_pct,cu_cnnz,man_cnnz,outer_cnnz,colw_cnnz,inner_cnnz,cnnz_gap_pct,buf2,cu_we,cu_compute,cu_copy,cu_d2h,cu_kernel,cu_time,cu_write,man_count,man_fill,man_kernel,man_time,man_write,outer_time,colw_time,inner_time,phases
Mildly sparse,bcsstk12,1473,34241,1.578123350888521,94187,94187,94187,94187,94187,0.0,,0.06999999999993634,0.31500000000005457,0.06299999999998818,0.17399999999997817,0.4479999999999791,0.952,,,,,1.308,,1.527,1.482,1.546,"{('cu', 'start'): 525.639, ('cu', 'h2dmalloc'): 525.701, ('cu', 'h2d'): 525.74, ('cu', 'workest'): 525.81, ('cu', 'compute'): 526.125, ('cu', 'copy'): 526.188, ('cu', 'pack'): 526.291, ('cu', 'd2h'): 526.465, ('gust', 'start'): 526.609, ('gust', 'h2d'): 526.708, ('gust', 'count'): 526.73, ('gust', 'scan'): 526.771, ('gust', 'expand'): 526.915, ('gust', 'sort'): 527.247, ('gust', 'reduce'): 527.428, ('gust', 'final'): 527.732, ('gust', 'pack'): 527.754, ('gust', 'd2h'): 527.835, ('outer', 'start'): 527.931, ('outer', 'h2d'): 528.033, ('outer', 'csc'): 528.122, ('outer', 'count'): 528.141, ('outer', 'scan'): 528.177, ('outer', 'expand'): 528.312, ('outer', 'sort'): 528.634, ('outer', 'reduce'): 528.807, ('outer', 'final'): 528.999, ('outer', 'pack'): 529.096, ('outer', 'd2h'): 529.195, ('colw', 'start'): 529.473, ('colw', 'h2d'): 529.572, ('colw', 'csc'): 529.657, ('colw', 'count'): 529.679, ('colw', 'scan'): 529.714, ('colw', 'expand'): 529.854, ('colw', 'sort'): 530.173, ('colw', 'reduce'): 530.346, ('colw', 'final'): 530.538, ('colw', 'pack'): 530.617, ('colw', 'd2h'): 530.699, ('inner', 'start'): 530.97, ('inner', 'h2d'): 531.076, ('inner', 'csc'): 531.163, ('inner', 'count'): 531.185, ('inner', 'scan'): 531.22, ('inner', 'expand'): 531.36, ('inner', 'sort'): 531.68, ('inner', 'reduce'): 531.845, ('inner', 'final'): 532.052, ('inner', 'numeric'): 532.214, ('inner', 'pack'): 532.296, ('inner', 'd2h'): 532.379}"
Mildly sparse,bcsstk09,1083,18437,1.5719305066378828,71289,71289,71289,71289,71289,0.0,,0.06799999999998363,0.26499999999998636,0.059000000000082764,0.14400000000000546,0.39200000000005275,0.716,,,,,1.064,,1.142,1.124,1.149,"{('cu', 'start'): 534.531, ('cu', 'h2dmalloc'): 534.602, ('cu', 'h2d'): 534.626, ('cu', 'workest'): 534.694, ('cu', 'compute'): 534.959, ('cu', 'copy'): 535.018, ('cu', 'pack'): 535.037, ('cu', 'd2h'): 535.181, ('gust', 'start'): 535.273, ('gust', 'h2d'): 535.361, ('gust', 'count'): 535.382, ('gust', 'scan'): 535.421, ('gust', 'expand'): 535.513, ('gust', 'sort'): 535.774, ('gust', 'reduce'): 535.926, ('gust', 'final'): 536.109, ('gust', 'pack'): 536.129, ('gust', 'd2h'): 536.187, ('outer', 'start'): 536.349, ('outer', 'h2d'): 536.435, ('outer', 'csc'): 536.514, ('outer', 'count'): 536.533, ('outer', 'scan'): 536.567, ('outer', 'expand'): 536.649, ('outer', 'sort'): 536.904, ('outer', 'reduce'): 537.051, ('outer', 'final'): 537.187, ('outer', 'pack'): 537.208, ('outer', 'd2h'): 537.283, ('colw', 'start'): 537.505, ('colw', 'h2d'): 537.595, ('colw', 'csc'): 537.673, ('colw', 'count'): 537.693, ('colw', 'scan'): 537.726, ('colw', 'expand'): 537.815, ('colw', 'sort'): 538.069, ('colw', 'reduce'): 538.216, ('colw', 'final'): 538.348, ('colw', 'pack'): 538.372, ('colw', 'd2h'): 538.431, ('inner', 'start'): 538.643, ('inner', 'h2d'): 538.729, ('inner', 'csc'): 538.804, ('inner', 'count'): 538.824, ('inner', 'scan'): 538.857, ('inner', 'expand'): 538.945, ('inner', 'sort'): 539.197, ('inner', 'reduce'): 539.353, ('inner', 'final'): 539.483, ('inner', 'numeric'): 539.577, ('inner', 'pack'): 539.597, ('inner', 'd2h'): 539.656}"
Mildly sparse,bcsstm02,66,66,1.5151515151515151,66,66,66,66,66,0.0,,0.06700000000000728,0.15599999999994907,0.05499999999994998,0.02800000000002001,0.2779999999999063,0.484,,,,,0.402,,0.494,0.447,0.466,"{('cu', 'start'): 525.59, ('cu', 'h2dmalloc'): 525.659, ('cu', 'h2d'): 525.671, ('cu', 'workest'): 525.738, ('cu', 'compute'): 525.894, ('cu', 'copy'): 525.949, ('cu', 'pack'): 525.968, ('cu', 'd2h'): 525.996, ('gust', 'start'): 526.089, ('gust', 'h2d'): 526.166, ('gust', 'count'): 526.185, ('gust', 'scan'): 526.225, ('gust', 'expand'): 526.244, ('gust', 'sort'): 526.288, ('gust', 'reduce'): 526.325, ('gust', 'final'): 526.379, ('gust', 'pack'): 526.395, ('gust', 'd2h'): 526.407, ('outer', 'start'): 526.505, ('outer', 'h2d'): 526.578, ('outer', 'csc'): 526.638, ('outer', 'count'): 526.657, ('outer', 'scan'): 526.69, ('outer', 'expand'): 526.708, ('outer', 'sort'): 526.75, ('outer', 'reduce'): 526.786, ('outer', 'final'): 526.856, ('outer', 'pack'): 526.873, ('outer', 'd2h'): 526.886, ('colw', 'start'): 527.011, ('colw', 'h2d'): 527.089, ('colw', 'csc'): 527.148, ('colw', 'count'): 527.166, ('colw', 'scan'): 527.2, ('colw', 'expand'): 527.216, ('colw', 'sort'): 527.258, ('colw', 'reduce'): 527.292, ('colw', 'final'): 527.339, ('colw', 'pack'): 527.356, ('colw', 'd2h'): 527.368, ('inner', 'start'): 527.47, ('inner', 'h2d'): 527.542, ('inner', 'csc'): 527.6, ('inner', 'count'): 527.618, ('inner', 'scan'): 527.652, ('inner', 'expand'): 527.667, ('inner', 'sort'): 527.708, ('inner', 'reduce'): 527.741, ('inner', 'final'): 527.789, ('inner', 'numeric'): 527.81, ('inner', 'pack'): 527.838, ('inner', 'd2h'): 527.85}"
Mildly sparse,can_838,838,10010,1.4254304771560882,51156,51156,51156,51156,51156,0.0,,0.057999999999992724,0.21600000000000819,0.05000000000006821,0.09600000000000364,0.3240000000000691,0.555,,,,,0.665,,0.826,0.834,0.844,"{('cu', 'start'): 517.875, ('cu', 'h2dmalloc'): 517.927, ('cu', 'h2d'): 517.943, ('cu', 'workest'): 518.001, ('cu', 'compute'): 518.217, ('cu', 'copy'): 518.267, ('cu', 'pack'): 518.282, ('cu', 'd2h'): 518.378, ('gust', 'start'): 518.443, ('gust', 'h2d'): 518.508, ('gust', 'count'): 518.526, ('gust', 'scan'): 518.559, ('gust', 'expand'): 518.586, ('gust', 'sort'): 518.806, ('gust', 'reduce'): 518.891, ('gust', 'final'): 518.947, ('gust', 'pack'): 518.969, ('gust', 'd2h'): 518.998, ('outer', 'start'): 519.119, ('outer', 'h2d'): 519.183, ('outer', 'csc'): 519.251, ('outer', 'count'): 519.268, ('outer', 'scan'): 519.298, ('outer', 'expand'): 519.317, ('outer', 'sort'): 519.533, ('outer', 'reduce'): 519.615, ('outer', 'final'): 519.723, ('outer', 'pack'): 519.739, ('outer', 'd2h'): 519.779, ('colw', 'start'): 519.958, ('colw', 'h2d'): 520.036, ('colw', 'csc'): 520.108, ('colw', 'count'): 520.127, ('colw', 'scan'): 520.158, ('colw', 'expand'): 520.183, ('colw', 'sort'): 520.404, ('colw', 'reduce'): 520.487, ('colw', 'final'): 520.589, ('colw', 'pack'): 520.606, ('colw', 'd2h'): 520.634, ('inner', 'start'): 520.805, ('inner', 'h2d'): 520.869, ('inner', 'csc'): 520.938, ('inner', 'count'): 520.957, ('inner', 'scan'): 520.994, ('inner', 'expand'): 521.018, ('inner', 'sort'): 521.24, ('inner', 'reduce'): 521.322, ('inner', 'final'): 521.423, ('inner', 'numeric'): 521.454, ('inner', 'pack'): 521.47, ('inner', 'd2h'): 521.497}"
Mildly sparse,bcsstk20,485,3135,1.3327665001594218,5545,5545,5545,5545,5545,0.0,,0.06799999999998363,0.16700000000003,0.053999999999973625,0.03300000000001546,0.28899999999998727,0.519,,,,,0.498,,0.624,0.554,0.561,"{('cu', 'start'): 512.875, ('cu', 'h2dmalloc'): 512.946, ('cu', 'h2d'): 512.962, ('cu', 'workest'): 513.03, ('cu', 'compute'): 513.197, ('cu', 'copy'): 513.251, ('cu', 'pack'): 513.269, ('cu', 'd2h'): 513.302, ('gust', 'start'): 513.408, ('gust', 'h2d'): 513.492, ('gust', 'count'): 513.513, ('gust', 'scan'): 513.552, ('gust', 'expand'): 513.574, ('gust', 'sort'): 513.692, ('gust', 'reduce'): 513.732, ('gust', 'final'): 513.787, ('gust', 'pack'): 513.805, ('gust', 'd2h'): 513.82, ('outer', 'start'): 513.919, ('outer', 'h2d'): 513.996, ('outer', 'csc'): 514.059, ('outer', 'count'): 514.077, ('outer', 'scan'): 514.11, ('outer', 'expand'): 514.13, ('outer', 'sort'): 514.245, ('outer', 'reduce'): 514.28, ('outer', 'final'): 514.339, ('outer', 'pack'): 514.396, ('outer', 'd2h'): 514.425, ('colw', 'start'): 514.557, ('colw', 'h2d'): 514.642, ('colw', 'csc'): 514.708, ('colw', 'count'): 514.727, ('colw', 'scan'): 514.761, ('colw', 'expand'): 514.781, ('colw', 'sort'): 514.897, ('colw', 'reduce'): 514.934, ('colw', 'final'): 514.984, ('colw', 'pack'): 515.002, ('colw', 'd2h'): 515.017, ('inner', 'start'): 515.122, ('inner', 'h2d'): 515.199, ('inner', 'csc'): 515.261, ('inner', 'count'): 515.28, ('inner', 'scan'): 515.313, ('inner', 'expand'): 515.333, ('inner', 'sort'): 515.455, ('inner', 'reduce'): 515.49, ('inner', 'final'): 515.54, ('inner', 'numeric'): 515.565, ('inner', 'pack'): 515.582, ('inner', 'd2h'): 515.597}"
Mildly sparse,can_715,715,6665,1.3037312338011637,39785,39785,39785,39785,39785,0.0,,0.07200000000000273,0.27899999999999636,0.06500000000005457,0.1330000000000382,0.41600000000005366,0.72,,,,,0.84,,0.933,0.908,0.921,"{('cu', 'start'): 527.447, ('cu', 'h2dmalloc'): 527.514, ('cu', 'h2d'): 527.531, ('cu', 'workest'): 527.603, ('cu', 'compute'): 527.882, ('cu', 'copy'): 527.947, ('cu', 'pack'): 527.967, ('cu', 'd2h'): 528.1, ('gust', 'start'): 528.184, ('gust', 'h2d'): 528.265, ('gust', 'count'): 528.29, ('gust', 'scan'): 528.328, ('gust', 'expand'): 528.362, ('gust', 'sort'): 528.628, ('gust', 'reduce'): 528.752, ('gust', 'final'): 528.882, ('gust', 'pack'): 528.903, ('gust', 'd2h'): 528.942, ('outer', 'start'): 529.037, ('outer', 'h2d'): 529.115, ('outer', 'csc'): 529.217, ('outer', 'count'): 529.238, ('outer', 'scan'): 529.274, ('outer', 'expand'): 529.305, ('outer', 'sort'): 529.561, ('outer', 'reduce'): 529.659, ('outer', 'final'): 529.731, ('outer', 'pack'): 529.755, ('outer', 'd2h'): 529.811, ('colw', 'start'): 529.984, ('colw', 'h2d'): 530.063, ('colw', 'csc'): 530.162, ('colw', 'count'): 530.19, ('colw', 'scan'): 530.225, ('colw', 'expand'): 530.257, ('colw', 'sort'): 530.511, ('colw', 'reduce'): 530.608, ('colw', 'final'): 530.669, ('colw', 'pack'): 530.687, ('colw', 'd2h'): 530.739, ('inner', 'start'): 530.905, ('inner', 'h2d'): 530.982, ('inner', 'csc'): 531.081, ('inner', 'count'): 531.107, ('inner', 'scan'): 531.142, ('inner', 'expand'): 531.172, ('inner', 'sort'): 531.424, ('inner', 'reduce'): 531.521, ('inner', 'final'): 531.58, ('inner', 'numeric'): 531.618, ('inner', 'pack'): 531.638, ('inner', 'd2h'): 531.675}"
Mildly sparse,bcsstk24,3562,159910,1.2603402122535554,446474,446474,446474,446474,446474,0.0,,0.17200000000002547,0.9089999999999918,0.19799999999997908,2.5720000000000027,1.2789999999999964,4.34,,,,,5.225,,5.475,5.527,5.586,"{('cu', 'start'): 575.555, ('cu', 'h2dmalloc'): 575.639, ('cu', 'h2d'): 575.75, ('cu', 'workest'): 575.922, ('cu', 'compute'): 576.831, ('cu', 'copy'): 577.029, ('cu', 'pack'): 577.119, ('cu', 'd2h'): 579.691, ('gust', 'start'): 580.327, ('gust', 'h2d'): 580.52, ('gust', 'count'): 580.552, ('gust', 'scan'): 580.603, ('gust', 'expand'): 580.873, ('gust', 'sort'): 582.099, ('gust', 'reduce'): 582.371, ('gust', 'final'): 582.939, ('gust', 'pack'): 583.045, ('gust', 'd2h'): 585.193, ('outer', 'start'): 586.001, ('outer', 'h2d'): 586.198, ('outer', 'csc'): 586.422, ('outer', 'count'): 586.445, ('outer', 'scan'): 586.487, ('outer', 'expand'): 586.706, ('outer', 'sort'): 587.909, ('outer', 'reduce'): 588.186, ('outer', 'final'): 588.605, ('outer', 'pack'): 588.712, ('outer', 'd2h'): 590.849, ('colw', 'start'): 591.903, ('colw', 'h2d'): 592.13, ('colw', 'csc'): 592.363, ('colw', 'count'): 592.391, ('colw', 'scan'): 592.435, ('colw', 'expand'): 592.675, ('colw', 'sort'): 593.875, ('colw', 'reduce'): 594.17, ('colw', 'final'): 594.581, ('colw', 'pack'): 594.674, ('colw', 'd2h'): 596.803, ('inner', 'start'): 597.856, ('inner', 'h2d'): 598.05, ('inner', 'csc'): 598.3, ('inner', 'count'): 598.327, ('inner', 'scan'): 598.373, ('inner', 'expand'): 598.615, ('inner', 'sort'): 599.818, ('inner', 'reduce'): 600.111, ('inner', 'final'): 600.514, ('inner', 'numeric'): 600.801, ('inner', 'pack'): 600.89, ('inner', 'd2h'): 603.016}"
Mildly sparse,bcsstk16,4884,290378,1.2173414200441228,1038782,1038782,1038782,1038782,1038782,0.0,,0.34999999999990905,1.2860000000000582,0.20600000000001728,4.831999999999994,1.8419999999999845,7.274,,,,,9.228,,9.498,9.517,9.767,"{('cu', 'start'): 628.295, ('cu', 'h2dmalloc'): 628.393, ('cu', 'h2d'): 628.575, ('cu', 'workest'): 628.925, ('cu', 'compute'): 630.211, ('cu', 'copy'): 630.417, ('cu', 'pack'): 630.509, ('cu', 'd2h'): 635.341, ('gust', 'start'): 636.41, ('gust', 'h2d'): 636.681, ('gust', 'count'): 636.84, ('gust', 'scan'): 636.894, ('gust', 'expand'): 637.25, ('gust', 'sort'): 639.844, ('gust', 'reduce'): 640.22, ('gust', 'final'): 640.887, ('gust', 'pack'): 640.995, ('gust', 'd2h'): 645.227, ('outer', 'start'): 646.555, ('outer', 'h2d'): 646.83, ('outer', 'csc'): 647.298, ('outer', 'count'): 647.328, ('outer', 'scan'): 647.372, ('outer', 'expand'): 647.766, ('outer', 'sort'): 650.318, ('outer', 'reduce'): 650.7, ('outer', 'final'): 651.217, ('outer', 'pack'): 651.33, ('outer', 'd2h'): 655.394, ('colw', 'start'): 656.918, ('colw', 'h2d'): 657.228, ('colw', 'csc'): 657.601, ('colw', 'count'): 657.631, ('colw', 'scan'): 657.674, ('colw', 'expand'): 658.016, ('colw', 'sort'): 660.564, ('colw', 'reduce'): 660.944, ('colw', 'final'): 661.428, ('colw', 'pack'): 661.521, ('colw', 'd2h'): 665.757, ('inner', 'start'): 667.306, ('inner', 'h2d'): 667.619, ('inner', 'csc'): 667.988, ('inner', 'count'): 668.019, ('inner', 'scan'): 668.064, ('inner', 'expand'): 668.419, ('inner', 'sort'): 670.995, ('inner', 'reduce'): 671.401, ('inner', 'final'): 671.89, ('inner', 'numeric'): 672.307, ('inner', 'pack'): 672.431, ('inner', 'd2h'): 676.598}"
Mildly sparse,bcsstk28,4410,219024,1.1261974177426073,596072,596072,596072,596072,596072,0.0,,0.19700000000000273,1.0090000000000146,0.18400000000008276,2.6269999999999527,1.3900000000001,4.534,,,,,5.737,,5.956,5.893,6.137,"{('cu', 'start'): 595.592, ('cu', 'h2dmalloc'): 595.69, ('cu', 'h2d'): 595.834, ('cu', 'workest'): 596.031, ('cu', 'compute'): 597.04, ('cu', 'copy'): 597.224, ('cu', 'pack'): 597.307, ('cu', 'd2h'): 599.934, ('gust', 'start'): 600.64, ('gust', 'h2d'): 600.863, ('gust', 'count'): 600.897, ('gust', 'scan'): 600.943, ('gust', 'expand'): 601.27, ('gust', 'sort'): 602.943, ('gust', 'reduce'): 603.25, ('gust', 'final'): 603.817, ('gust', 'pack'): 603.908, ('gust', 'd2h'): 606.064, ('outer', 'start'): 606.898, ('outer', 'h2d'): 607.121, ('outer', 'csc'): 607.39, ('outer', 'count'): 607.412, ('outer', 'scan'): 607.452, ('outer', 'expand'): 607.684, ('outer', 'sort'): 609.353, ('outer', 'reduce'): 609.667, ('outer', 'final'): 610.102, ('outer', 'pack'): 610.206, ('outer', 'd2h'): 612.311, ('colw', 'start'): 613.361, ('colw', 'h2d'): 613.602, ('colw', 'csc'): 613.84, ('colw', 'count'): 613.868, ('colw', 'scan'): 613.906, ('colw', 'expand'): 614.214, ('colw', 'sort'): 615.865, ('colw', 'reduce'): 616.167, ('colw', 'final'): 616.563, ('colw', 'pack'): 616.674, ('colw', 'd2h'): 618.721, ('inner', 'start'): 619.793, ('inner', 'h2d'): 620.045, ('inner', 'csc'): 620.314, ('inner', 'count'): 620.342, ('inner', 'scan'): 620.382, ('inner', 'expand'): 620.64, ('inner', 'sort'): 622.314, ('inner', 'reduce'): 622.61, ('inner', 'final'): 623.021, ('inner', 'numeric'): 623.315, ('inner', 'pack'): 623.421, ('inner', 'd2h'): 625.541}"
Mildly sparse,bcsstk08,1074,12960,1.1235604381885709,305612,305612,305612,305612,305612,0.0,,0.08800000000007913,0.40800000000001546,0.15099999999995362,1.6739999999999782,0.6470000000000482,2.754,,,,,3.264,,3.504,3.485,3.62,"{('cu', 'start'): 530.943, ('cu', 'h2dmalloc'): 531.026, ('cu', 'h2d'): 531.055, ('cu', 'workest'): 531.143, ('cu', 'compute'): 531.551, ('cu', 'copy'): 531.702, ('cu', 'pack'): 531.817, ('cu', 'd2h'): 533.491, ('gust', 'start'): 534.016, ('gust', 'h2d'): 534.123, ('gust', 'count'): 534.165, ('gust', 'scan'): 534.213, ('gust', 'expand'): 534.44, ('gust', 'sort'): 534.765, ('gust', 'reduce'): 534.948, ('gust', 'final'): 535.394, ('gust', 'pack'): 535.482, ('gust', 'd2h'): 537.007, ('outer', 'start'): 537.598, ('outer', 'h2d'): 537.718, ('outer', 'csc'): 537.945, ('outer', 'count'): 537.966, ('outer', 'scan'): 538.006, ('outer', 'expand'): 538.264, ('outer', 'sort'): 538.59, ('outer', 'reduce'): 538.782, ('outer', 'final'): 539.122, ('outer', 'pack'): 539.225, ('outer', 'd2h'): 540.675, ('colw', 'start'): 541.423, ('colw', 'h2d'): 541.53, ('colw', 'csc'): 541.755, ('colw', 'count'): 541.787, ('colw', 'scan'): 541.827, ('colw', 'expand'): 542.07, ('colw', 'sort'): 542.394, ('colw', 'reduce'): 542.566, ('colw', 'final'): 542.893, ('colw', 'pack'): 542.989, ('colw', 'd2h'): 544.439, ('inner', 'start'): 545.227, ('inner', 'h2d'): 545.336, ('inner', 'csc'): 545.56, ('inner', 'count'): 545.591, ('inner', 'scan'): 545.644, ('inner', 'expand'): 545.854, ('inner', 'sort'): 546.174, ('inner', 'reduce'): 546.346, ('inner', 'final'): 546.667, ('inner', 'numeric'): 547.029, ('inner', 'pack'): 547.122, ('inner', 'd2h'): 548.564}"
Mildly sparse,can_1054,1054,12196,1.097832779436069,60248,60248,60248,60248,60248,0.0,,0.07600000000002183,0.26699999999993906,0.06400000000007822,0.15099999999995362,0.4070000000000391,0.769,,,,,0.989,,1.093,1.075,1.12,"{('cu', 'start'): 517.624, ('cu', 'h2dmalloc'): 517.713, ('cu', 'h2d'): 517.736, ('cu', 'workest'): 517.812, ('cu', 'compute'): 518.079, ('cu', 'copy'): 518.143, ('cu', 'pack'): 518.163, ('cu', 'd2h'): 518.314, ('gust', 'start'): 518.411, ('gust', 'h2d'): 518.495, ('gust', 'count'): 518.517, ('gust', 'scan'): 518.558, ('gust', 'expand'): 518.649, ('gust', 'sort'): 518.925, ('gust', 'reduce'): 519.027, ('gust', 'final'): 519.167, ('gust', 'pack'): 519.188, ('gust', 'd2h'): 519.239, ('outer', 'start'): 519.418, ('outer', 'h2d'): 519.499, ('outer', 'csc'): 519.585, ('outer', 'count'): 519.605, ('outer', 'scan'): 519.653, ('outer', 'expand'): 519.742, ('outer', 'sort'): 520.006, ('outer', 'reduce'): 520.106, ('outer', 'final'): 520.252, ('outer', 'pack'): 520.273, ('outer', 'd2h'): 520.338, ('colw', 'start'): 520.531, ('colw', 'h2d'): 520.616, ('colw', 'csc'): 520.716, ('colw', 'count'): 520.74, ('colw', 'scan'): 520.776, ('colw', 'expand'): 520.867, ('colw', 'sort'): 521.131, ('colw', 'reduce'): 521.231, ('colw', 'final'): 521.365, ('colw', 'pack'): 521.387, ('colw', 'd2h'): 521.439, ('inner', 'start'): 521.623, ('inner', 'h2d'): 521.717, ('inner', 'csc'): 521.807, ('inner', 'count'): 521.828, ('inner', 'scan'): 521.865, ('inner', 'expand'): 521.956, ('inner', 'sort'): 522.224, ('inner', 'reduce'): 522.325, ('inner', 'final'): 522.462, ('inner', 'numeric'): 522.566, ('inner', 'pack'): 522.588, ('inner', 'd2h'): 522.644}"
Mildly sparse,can_1072,1072,12444,1.0828553129873024,62316,62316,62316,62316,62316,0.0,,0.07500000000004547,0.26099999999996726,0.06299999999998818,0.15399999999999636,0.3990000000000009,0.743,,,,,1.003,,1.1,1.109,1.092,"{('cu', 'start'): 542.422, ('cu', 'h2dmalloc'): 542.492, ('cu', 'h2d'): 542.512, ('cu', 'workest'): 542.587, ('cu', 'compute'): 542.848, ('cu', 'copy'): 542.911, ('cu', 'pack'): 542.931, ('cu', 'd2h'): 543.085, ('gust', 'start'): 543.183, ('gust', 'h2d'): 543.267, ('gust', 'count'): 543.301, ('gust', 'scan'): 543.343, ('gust', 'expand'): 543.435, ('gust', 'sort'): 543.703, ('gust', 'reduce'): 543.806, ('gust', 'final'): 543.95, ('gust', 'pack'): 543.971, ('gust', 'd2h'): 544.024, ('outer', 'start'): 544.202, ('outer', 'h2d'): 544.29, ('outer', 'csc'): 544.379, ('outer', 'count'): 544.4, ('outer', 'scan'): 544.437, ('outer', 'expand'): 544.519, ('outer', 'sort'): 544.781, ('outer', 'reduce'): 544.88, ('outer', 'final'): 544.952, ('outer', 'pack'): 544.971, ('outer', 'd2h'): 545.04, ('colw', 'start'): 545.317, ('colw', 'h2d'): 545.405, ('colw', 'csc'): 545.495, ('colw', 'count'): 545.516, ('colw', 'scan'): 545.552, ('colw', 'expand'): 545.639, ('colw', 'sort'): 545.927, ('colw', 'reduce'): 546.032, ('colw', 'final'): 546.097, ('colw', 'pack'): 546.116, ('colw', 'd2h'): 546.17, ('inner', 'start'): 546.442, ('inner', 'h2d'): 546.525, ('inner', 'csc'): 546.614, ('inner', 'count'): 546.637, ('inner', 'scan'): 546.672, ('inner', 'expand'): 546.759, ('inner', 'sort'): 547.025, ('inner', 'reduce'): 547.123, ('inner', 'final'): 547.186, ('inner', 'numeric'): 547.293, ('inner', 'pack'): 547.318, ('inner', 'd2h'): 547.371}"
Mildly sparse,bcsstk19,817,6853,1.0266835857969194,18305,18305,18305,18305,18305,0.0,,0.06799999999998363,0.18200000000001637,0.05600000000004002,0.03999999999996362,0.30600000000004,0.533,,,,,0.517,,0.619,0.563,0.579,"{('cu', 'start'): 526.774, ('cu', 'h2dmalloc'): 526.844, ('cu', 'h2d'): 526.86, ('cu', 'workest'): 526.928, ('cu', 'compute'): 527.11, ('cu', 'copy'): 527.166, ('cu', 'pack'): 527.183, ('cu', 'd2h'): 527.223, ('gust', 'start'): 527.323, ('gust', 'h2d'): 527.407, ('gust', 'count'): 527.427, ('gust', 'scan'): 527.464, ('gust', 'expand'): 527.486, ('gust', 'sort'): 527.615, ('gust', 'reduce'): 527.656, ('gust', 'final'): 527.712, ('gust', 'pack'): 527.73, ('gust', 'd2h'): 527.753, ('outer', 'start'): 527.852, ('outer', 'h2d'): 527.932, ('outer', 'csc'): 527.997, ('outer', 'count'): 528.016, ('outer', 'scan'): 528.049, ('outer', 'expand'): 528.067, ('outer', 'sort'): 528.192, ('outer', 'reduce'): 528.242, ('outer', 'final'): 528.301, ('outer', 'pack'): 528.318, ('outer', 'd2h'): 528.368, ('colw', 'start'): 528.486, ('colw', 'h2d'): 528.57, ('colw', 'csc'): 528.634, ('colw', 'count'): 528.654, ('colw', 'scan'): 528.687, ('colw', 'expand'): 528.706, ('colw', 'sort'): 528.831, ('colw', 'reduce'): 528.866, ('colw', 'final'): 528.916, ('colw', 'pack'): 528.932, ('colw', 'd2h'): 528.956, ('inner', 'start'): 529.06, ('inner', 'h2d'): 529.138, ('inner', 'csc'): 529.201, ('inner', 'count'): 529.229, ('inner', 'scan'): 529.263, ('inner', 'expand'): 529.282, ('inner', 'sort'): 529.406, ('inner', 'reduce'): 529.441, ('inner', 'final'): 529.49, ('inner', 'numeric'): 529.515, ('inner', 'pack'): 529.531, ('inner', 'd2h'): 529.554}"
Highly sparse,bcsstm12,1473,19659,0.9060578533079476,53615,53615,53615,53615,53615,0.0,,0.07299999999997908,0.25900000000001455,0.06400000000007822,0.13599999999996726,0.39600000000007185,0.707,,,,,1.037,,1.238,1.347,1.198,"{('cu', 'start'): 531.897, ('cu', 'h2dmalloc'): 531.963, ('cu', 'h2d'): 531.987, ('cu', 'workest'): 532.06, ('cu', 'compute'): 532.319, ('cu', 'copy'): 532.383, ('cu', 'pack'): 532.402, ('cu', 'd2h'): 532.538, ('gust', 'start'): 532.619, ('gust', 'h2d'): 532.705, ('gust', 'count'): 532.728, ('gust', 'scan'): 532.767, ('gust', 'expand'): 532.856, ('gust', 'sort'): 533.11, ('gust', 'reduce'): 533.271, ('gust', 'final'): 533.455, ('gust', 'pack'): 533.474, ('gust', 'd2h'): 533.522, ('outer', 'start'): 533.67, ('outer', 'h2d'): 533.755, ('outer', 'csc'): 533.83, ('outer', 'count'): 533.849, ('outer', 'scan'): 533.882, ('outer', 'expand'): 533.963, ('outer', 'sort'): 534.223, ('outer', 'reduce'): 534.385, ('outer', 'final'): 534.563, ('outer', 'pack'): 534.64, ('outer', 'd2h'): 534.706, ('colw', 'start'): 534.923, ('colw', 'h2d'): 535.006, ('colw', 'csc'): 535.084, ('colw', 'count'): 535.105, ('colw', 'scan'): 535.15, ('colw', 'expand'): 535.242, ('colw', 'sort'): 535.5, ('colw', 'reduce'): 535.647, ('colw', 'final'): 535.825, ('colw', 'pack'): 535.937, ('colw', 'd2h'): 535.993, ('inner', 'start'): 536.289, ('inner', 'h2d'): 536.403, ('inner', 'csc'): 536.493, ('inner', 'count'): 536.513, ('inner', 'scan'): 536.548, ('inner', 'expand'): 536.645, ('inner', 'sort'): 536.905, ('inner', 'reduce'): 537.053, ('inner', 'final'): 537.238, ('inner', 'numeric'): 537.335, ('inner', 'pack'): 537.357, ('inner', 'd2h'): 537.405}"
